Sr No.,Location,Date,Month,Year,Season,Parameter,Actual Value,Mean,Std Dev,Unit,Source,Notes/Extraction Remark
24,Dakpatthar,,,,Summer,Estrone,10.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
25,Dakpatthar,,,,Summer,Gemfibrozil,40.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
26,Dakpatthar,,,,Summer,Ketoprofen,0.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
27,Dakpatthar,,,,Summer,Naproxen,0.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
28,Dakpatthar,,,,Summer,Progesterone,0.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
29,Dakpatthar,,,,Summer,Sulfamethoxazole,45.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
30,Dakpatthar,,,,Summer,Testosterone,55.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
31,Dakpatthar,,,,Summer,Triclosan,20.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
32,Dakpatthar,,,,Summer,Trimethoprim,50.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
33,Agra city (Taj Mahal),,,,Post-monsoon,2-hydroxybenzothiazole,590.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
34,Agra city (Taj Mahal),,,,Post-monsoon,Atenolol,62.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
35,Agra city (Taj Mahal),,,,Post-monsoon,Caffeine,70.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
36,Agra city (Taj Mahal),,,,Post-monsoon,Carbamazepine,485.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
37,Agra city (Taj Mahal),,,,Post-monsoon,Ciprofloxacin,160.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
38,Agra city (Taj Mahal),,,,Post-monsoon,Diclofenac,275.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
39,Agra city (Taj Mahal),,,,Post-monsoon,Enrofloxacin,45.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
40,Agra city (Taj Mahal),,,,Post-monsoon,Estrone,1070.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
41,Agra city (Taj Mahal),,,,Post-monsoon,Gemfibrozil,2400.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
42,Agra city (Taj Mahal),,,,Post-monsoon,Ketoprofen,1380.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
43,Agra city (Taj Mahal),,,,Post-monsoon,Naproxen,1650.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
44,Agra city (Taj Mahal),,,,Post-monsoon,Progesterone,185.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
45,Agra city (Taj Mahal),,,,Post-monsoon,Sulfamethoxazole,300.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
46,Agra city (Taj Mahal),,,,Post-monsoon,Testosterone,92.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
47,Agra city (Taj Mahal),,,,Post-monsoon,Triclosan,0.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
48,Agra city (Taj Mahal),,,,Post-monsoon,Trimethoprim,1300.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
49,Agra city (Taj Mahal),,,,Summer,2-hydroxybenzothiazole,175.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
50,Agra city (Taj Mahal),,,,Summer,Atenolol,0.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
51,Agra city (Taj Mahal),,,,Summer,Caffeine,190.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
52,Agra city (Taj Mahal),,,,Summer,Carbamazepine,65.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
53,Agra city (Taj Mahal),,,,Summer,Ciprofloxacin,265.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
54,Agra city (Taj Mahal),,,,Summer,Diclofenac,45.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
55,Agra city (Taj Mahal),,,,Summer,Enrofloxacin,46.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
56,Agra city (Taj Mahal),,,,Summer,Estrone,160.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
57,Agra city (Taj Mahal),,,,Summer,Gemfibrozil,230.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
58,Agra city (Taj Mahal),,,,Summer,Ketoprofen,60.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
59,Agra city (Taj Mahal),,,,Summer,Naproxen,80.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
60,Agra city (Taj Mahal),,,,Summer,Progesterone,125.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
61,Agra city (Taj Mahal),,,,Summer,Sulfamethoxazole,80.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
62,Agra city (Taj Mahal),,,,Summer,Testosterone,98.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
63,Agra city (Taj Mahal),,,,Summer,Triclosan,270.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
64,Agra city (Taj Mahal),,,,Summer,Trimethoprim,1500.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
65,Downstream of Agra city,,,,Post-monsoon,2-hydroxybenzothiazole,185.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
66,Downstream of Agra city,,,,Post-monsoon,Atenolol,63.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
67,Downstream of Agra city,,,,Post-monsoon,Caffeine,90.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
68,Downstream of Agra city,,,,Post-monsoon,Carbamazepine,485.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
69,Downstream of Agra city,,,,Post-monsoon,Ciprofloxacin,155.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
70,Downstream of Agra city,,,,Post-monsoon,Diclofenac,280.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
71,Downstream of Agra city,,,,Post-monsoon,Enrofloxacin,37.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
72,Downstream of Agra city,,,,Post-monsoon,Estrone,130.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
73,Downstream of Agra city,,,,Post-monsoon,Gemfibrozil,520.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
74,Downstream of Agra city,,,,Post-monsoon,Ketoprofen,40.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
75,Downstream of Agra city,,,,Post-monsoon,Naproxen,150.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
76,Downstream of Agra city,,,,Post-monsoon,Progesterone,185.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
77,Downstream of Agra city,,,,Post-monsoon,Sulfamethoxazole,300.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
78,Downstream of Agra city,,,,Post-monsoon,Testosterone,92.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
79,Downstream of Agra city,,,,Post-monsoon,Triclosan,0.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
80,Downstream of Agra city,,,,Post-monsoon,Trimethoprim,2900.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
81,Downstream of Agra city,,,,Summer,2-hydroxybenzothiazole,50.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
82,Downstream of Agra city,,,,Summer,Atenolol,0.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
83,Downstream of Agra city,,,,Summer,Caffeine,150.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
84,Downstream of Agra city,,,,Summer,Carbamazepine,55.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
85,Downstream of Agra city,,,,Summer,Ciprofloxacin,205.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
86,Downstream of Agra city,,,,Summer,Diclofenac,0.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
87,Downstream of Agra city,,,,Summer,Enrofloxacin,40.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
88,Downstream of Agra city,,,,Summer,Estrone,180.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
89,Downstream of Agra city,,,,Summer,Gemfibrozil,220.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
90,Downstream of Agra city,,,,Summer,Ketoprofen,0.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
91,Downstream of Agra city,,,,Summer,Naproxen,80.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
92,Downstream of Agra city,,,,Summer,Progesterone,100.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
93,Downstream of Agra city,,,,Summer,Sulfamethoxazole,65.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
94,Downstream of Agra city,,,,Summer,Testosterone,105.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
95,Downstream of Agra city,,,,Summer,Triclosan,245.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
96,Downstream of Agra city,,,,Summer,Trimethoprim,1500.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
97,Upstream of Etawah,,,,Post-monsoon,2-hydroxybenzothiazole,300.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
98,Upstream of Etawah,,,,Post-monsoon,Atenolol,0.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
99,Upstream of Etawah,,,,Post-monsoon,Caffeine,350.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
100,Upstream of Etawah,,,,Post-monsoon,Carbamazepine,215.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
101,Upstream of Etawah,,,,Post-monsoon,Ciprofloxacin,182.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
102,Upstream of Etawah,,,,Post-monsoon,Diclofenac,0.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
103,Upstream of Etawah,,,,Post-monsoon,Enrofloxacin,40.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
104,Upstream of Etawah,,,,Post-monsoon,Estrone,20.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
105,Upstream of Etawah,,,,Post-monsoon,Gemfibrozil,300.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
106,Upstream of Etawah,,,,Post-monsoon,Ketoprofen,0.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
107,Upstream of Etawah,,,,Post-monsoon,Naproxen,420.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
108,Upstream of Etawah,,,,Post-monsoon,Progesterone,0.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
109,Upstream of Etawah,,,,Post-monsoon,Sulfamethoxazole,70.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
110,Upstream of Etawah,,,,Post-monsoon,Testosterone,285.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
111,Upstream of Etawah,,,,Post-monsoon,Triclosan,0.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
112,Upstream of Etawah,,,,Post-monsoon,Trimethoprim,2400.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
113,Upstream of Etawah,,,,Summer,2-hydroxybenzothiazole,215.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
114,Upstream of Etawah,,,,Summer,Atenolol,0.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
115,Upstream of Etawah,,,,Summer,Caffeine,130.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
116,Upstream of Etawah,,,,Summer,Carbamazepine,55.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
117,Upstream of Etawah,,,,Summer,Ciprofloxacin,70.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
118,Upstream of Etawah,,,,Summer,Diclofenac,0.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
119,Upstream of Etawah,,,,Summer,Enrofloxacin,38.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
120,Upstream of Etawah,,,,Summer,Estrone,90.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
121,Upstream of Etawah,,,,Summer,Gemfibrozil,50.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
122,Upstream of Etawah,,,,Summer,Ketoprofen,50.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
123,Upstream of Etawah,,,,Summer,Naproxen,20.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
124,Upstream of Etawah,,,,Summer,Progesterone,60.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
125,Upstream of Etawah,,,,Summer,Sulfamethoxazole,45.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
126,Upstream of Etawah,,,,Summer,Testosterone,100.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
127,Upstream of Etawah,,,,Summer,Triclosan,0.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
128,Upstream of Etawah,,,,Summer,Trimethoprim,1500.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
129,Downstream of Etawah,,,,Post-monsoon,2-hydroxybenzothiazole,135.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
130,Downstream of Etawah,,,,Post-monsoon,Atenolol,103.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
131,Downstream of Etawah,,,,Post-monsoon,Caffeine,1700.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
132,Downstream of Etawah,,,,Post-monsoon,Carbamazepine,130.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
133,Downstream of Etawah,,,,Post-monsoon,Ciprofloxacin,170.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
134,Downstream of Etawah,,,,Post-monsoon,Diclofenac,5.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
135,Downstream of Etawah,,,,Post-monsoon,Enrofloxacin,87.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
136,Downstream of Etawah,,,,Post-monsoon,Estrone,0.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
137,Downstream of Etawah,,,,Post-monsoon,Gemfibrozil,3000.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
138,Downstream of Etawah,,,,Post-monsoon,Ketoprofen,0.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
139,Downstream of Etawah,,,,Post-monsoon,Naproxen,500.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
140,Downstream of Etawah,,,,Post-monsoon,Progesterone,125.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
141,Downstream of Etawah,,,,Post-monsoon,Sulfamethoxazole,250.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
142,Downstream of Etawah,,,,Post-monsoon,Testosterone,135.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
143,Downstream of Etawah,,,,Post-monsoon,Triclosan,0.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
144,Downstream of Etawah,,,,Post-monsoon,Trimethoprim,2300.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
145,Downstream of Etawah,,,,Summer,2-hydroxybenzothiazole,165.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
146,Downstream of Etawah,,,,Summer,Atenolol,0.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
147,Downstream of Etawah,,,,Summer,Caffeine,160.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
148,Downstream of Etawah,,,,Summer,Carbamazepine,75.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
149,Downstream of Etawah,,,,Summer,Ciprofloxacin,65.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
150,Downstream of Etawah,,,,Summer,Diclofenac,45.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
151,Downstream of Etawah,,,,Summer,Enrofloxacin,35.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
152,Downstream of Etawah,,,,Summer,Estrone,120.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
153,Downstream of Etawah,,,,Summer,Gemfibrozil,140.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
154,Downstream of Etawah,,,,Summer,Ketoprofen,60.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
155,Downstream of Etawah,,,,Summer,Naproxen,0.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
156,Downstream of Etawah,,,,Summer,Progesterone,50.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
157,Downstream of Etawah,,,,Summer,Sulfamethoxazole,90.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
158,Downstream of Etawah,,,,Summer,Testosterone,118.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
159,Downstream of Etawah,,,,Summer,Triclosan,0.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
160,Downstream of Etawah,,,,Summer,Trimethoprim,5100.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
161,Hindon river,,,,Post-monsoon,2-hydroxybenzothiazole,265.0,,,ng/L,Ground truth workbook: Paper-5 concentration table,Unit inferred from the paper context because the worksheet does not include a unit column.
