Location,Sampling period,Parameter,Value,Unit,Statistic,Sample matrix,Source table,Notes
PJ,POM,Zn,0.025,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.025 ± 0.0058; SD=0.0058.
PJ,POM,pH,7.8,,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 7.8 ± 0.1; SD=0.1.
PJ,PRM,Cd,0.0021,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0021 ± 0.00014; SD=0.00014.
PJ,PRM,Co,0.00087,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.00087 ± 0.0001; SD=0.0001.
PJ,PRM,Cr,0.25994,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.25994 ± 0.01; SD=0.01.
PJ,PRM,Cu,0.0085,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0085 ± 0.0012; SD=0.0012.
PJ,PRM,DO,4.17,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 4.17 ± 0.31; SD=0.31.
PJ,PRM,ERI,72.348,,Reported value,river water,Ground truth workbook: HPI and ERI values,Original header: ERI (PRM).
PJ,PRM,Fe,0.85,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.85 ± 0.029; SD=0.029.
PJ,PRM,HPI,204.808,,Reported value,river water,Ground truth workbook: HPI and ERI values,Original header: HPI (PRM).
PJ,PRM,Mn,0.129,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.129 ± 0.012; SD=0.012.
PJ,PRM,NH3,0.47,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 0.47 ± 0.06; SD=0.06.
PJ,PRM,NO2−,0.11,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 0.11 ± 0.01; SD=0.01.
PJ,PRM,NO3−,9.67,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 9.67 ± 0.57; SD=0.57.
PJ,PRM,Ni,0.0183,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0183 ± 0.00164; SD=0.00164.
PJ,PRM,Pb,0.0601,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0601 ± 0.005012; SD=0.005012.
PJ,PRM,TDS,374.0,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 374 ± 4; SD=4.
PJ,PRM,Temp,24.7,∘C,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 24.7 ± 0.58; SD=0.58.
PJ,PRM,WH,160.5,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 160.5 ± 2.5; SD=2.5.
PJ,PRM,Zn,0.102,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.102 ± 0.0058; SD=0.0058.
PJ,PRM,pH,8.37,,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 8.37 ± 0.05; SD=0.05.
PS,POM,Cd,0.0004,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0004 ± 0.000035; SD=0.000035.
PS,POM,Co,0.0008,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0008 ± 0.0001; SD=0.0001.
PS,POM,Cr,0.0344,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0344 ± 0.0007; SD=0.0007.
PS,POM,Cu,0.004,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.004 ± 0.00071; SD=0.00071.
PS,POM,DO,7.53,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 7.53 ± 0.06; SD=0.06.
PS,POM,ERI,8.718,,Reported value,river water,Ground truth workbook: HPI and ERI values,Original header: ERI (POM).
PS,POM,Fe,0.428,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.428 ± 0.07; SD=0.07.
PS,POM,HPI,16.624,,Reported value,river water,Ground truth workbook: HPI and ERI values,Original header: HPI (POM).
PS,POM,Mn,0.031,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.031 ± 0.007; SD=0.007.
PS,POM,NH3,0.127,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 0.127 ± 0.01; SD=0.01.
PS,POM,NO2−,0.0,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 0.0.
PS,POM,NO3−,10.33,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 10.33 ± 0.58; SD=0.58.
PS,POM,Ni,0.006,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.006 ± 0.0006; SD=0.0006.
PS,POM,Pb,0.0006,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0006 ± 0.000008; SD=0.000008.
PS,POM,TDS,125.6,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 125.6 ± 4.01; SD=4.01.
PS,POM,Temp,25.0,∘C,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 25 ± 0; SD=0.
PS,POM,WH,103.0,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 103 ± 1; SD=1.
PS,POM,Zn,0.0465,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0465 ± 0.007; SD=0.007.
PS,POM,pH,8.03,,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 8.03 ± 0.06; SD=0.06.
PS,PRM,Cd,0.00134,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.00134 ± 0.000099; SD=0.000099.
PS,PRM,Co,0.001,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.001 ± 0.00005; SD=0.00005.
PS,PRM,Cr,0.04,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.04 ± 0.0014; SD=0.0014.
PS,PRM,Cu,0.0049,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0049 ± 0.00035; SD=0.00035.
PS,PRM,DO,8.53,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 8.53 ± 0.35; SD=0.35.
PS,PRM,ERI,24.437,,Reported value,river water,Ground truth workbook: HPI and ERI values,Original header: ERI (PRM).
PS,PRM,Fe,1.17,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 1.17 ± 0.021; SD=0.021.
PS,PRM,HPI,45.33,,Reported value,river water,Ground truth workbook: HPI and ERI values,Original header: HPI (PRM).
PS,PRM,Mn,0.037,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.037 ± 0.003; SD=0.003.
PS,PRM,NH3,0.27,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 0.27 ± 0.03; SD=0.03.
PS,PRM,NO2−,0.0,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 0.0.
PS,PRM,NO3−,8.83,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 8.83 ± 0.77; SD=0.77.
PS,PRM,Ni,0.0118,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0118 ± 0.002; SD=0.002.
PS,PRM,Pb,0.0021,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0021 ± 0.00071; SD=0.00071.
PS,PRM,TDS,204.3,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 204.3 ± 2.53; SD=2.53.
PS,PRM,Temp,25.3,∘C,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 25.3 ± 0.57; SD=0.57.
PS,PRM,WH,106.7,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 106.7 ± 0.65; SD=0.65.
PS,PRM,Zn,0.0668,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0668 ± 0.01; SD=0.01.
PS,PRM,pH,7.37,,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 7.37 ± 0.15; SD=0.15.
"Paonta Sahib (PS), Himachal Pradesh (HP) ",,Latitude,30.43,decimal degrees,Reported value,,Ground truth workbook: Site coordinates,Original latitude: 30°25′48′′ N 
"Paonta Sahib (PS), Himachal Pradesh (HP) ",,Longitude,77.6275,decimal degrees,Reported value,,Ground truth workbook: Site coordinates,Original longitude: 77°37′39′′ E 
"Prayagraj (PJ), Uttar Pradesh (UP)",,Latitude,25.428333333333335,decimal degrees,Reported value,,Ground truth workbook: Site coordinates,Original latitude: 25°25′42′′ N
"Prayagraj (PJ), Uttar Pradesh (UP)",,Longitude,81.86166666666666,decimal degrees,Reported value,,Ground truth workbook: Site coordinates,Original longitude:  81°51′42′′ E
Study-wide,,Cd,6.1,,CSF,,Ground truth workbook: Metals RfD and CSF,
Study-wide,,Cd,0.0005,,RfD,,Ground truth workbook: Metals RfD and CSF,
Study-wide,,Co,0.03,,RfD,,Ground truth workbook: Metals RfD and CSF,
Study-wide,,Cr,0.5,,CSF,,Ground truth workbook: Metals RfD and CSF,
Study-wide,,Cr,0.003,,RfD,,Ground truth workbook: Metals RfD and CSF,
Study-wide,,Cu,0.04,,RfD,,Ground truth workbook: Metals RfD and CSF,
Study-wide,,Fe,0.3,,RfD,,Ground truth workbook: Metals RfD and CSF,
Study-wide,,Mn,0.14,,RfD,,Ground truth workbook: Metals RfD and CSF,
Study-wide,,Ni,0.84,,CSF,,Ground truth workbook: Metals RfD and CSF,
Study-wide,,Ni,0.02,,RfD,,Ground truth workbook: Metals RfD and CSF,
Study-wide,,Pb,0.0085,,CSF,,Ground truth workbook: Metals RfD and CSF,
Study-wide,,Pb,0.0014,,RfD,,Ground truth workbook: Metals RfD and CSF,
Study-wide,,Zn,0.3,,RfD,,Ground truth workbook: Metals RfD and CSF,
WBAD,POM,Cd,0.000483,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.000483 ± 0.00008; SD=0.00008.
WBAD,POM,Co,0.01063,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.01063 ± 0.0008; SD=0.0008.
WBAD,POM,Cr,0.07263,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.07263 ± 0.01; SD=0.01.
WBAD,POM,Cu,0.2419,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.2419 ± 0.011; SD=0.011.
WBAD,POM,DO,3.6,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 3.6 ± 0.1; SD=0.1.
WBAD,POM,ERI,56.116,,Reported value,river water,Ground truth workbook: HPI and ERI values,Original header: ERI (POM).
WBAD,POM,Fe,1.173,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 1.173 ± 0.15; SD=0.15.
WBAD,POM,HPI,75.352,,Reported value,river water,Ground truth workbook: HPI and ERI values,Original header: HPI (POM).
WBAD,POM,Mn,0.248,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.248 ± 0.027; SD=0.027.
WBAD,POM,NH3,9.0,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 9 ± 1; SD=1.
WBAD,POM,NO2−,0.0,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 0.0.
WBAD,POM,NO3−,1.23,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 1.23 ± 0.26; SD=0.26.
WBAD,POM,Ni,0.0306,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0306 ± 0.0072; SD=0.0072.
WBAD,POM,Pb,0.0201,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0201 ± 0.0051; SD=0.0051.
WBAD,POM,TDS,582.5,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 582.5 ± 1.93; SD=1.93.
WBAD,POM,Temp,21.0,∘C,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 21 ± 0; SD=0.
WBAD,POM,WH,164.3,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 164.3 ± 2.03; SD=2.03.
WBAD,POM,Zn,0.223,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.223 ± 0.026; SD=0.026.
WBAD,POM,pH,7.67,,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 7.67 ± 0.05; SD=0.05.
WBAD,PRM,Cd,0.00072,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.00072 ± 0.00016; SD=0.00016.
WBAD,PRM,Co,0.00684,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.00684 ± 0.0014; SD=0.0014.
WBAD,PRM,Cr,0.225,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.225 ± 0.0061; SD=0.0061.
WBAD,PRM,Cu,0.1139,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.1139 ± 0.011; SD=0.011.
WBAD,PRM,DO,3.0,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 3 ± 0.1; SD=0.1.
WBAD,PRM,ERI,110.695,,Reported value,river water,Ground truth workbook: HPI and ERI values,Original header: ERI (PRM).
WBAD,PRM,Fe,2.73,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 2.73 ± 0.218; SD=0.218.
WBAD,PRM,HPI,267.137,,Reported value,river water,Ground truth workbook: HPI and ERI values,Original header: HPI (PRM).
WBAD,PRM,Mn,0.319,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.319 ± 0.015; SD=0.015.
WBAD,PRM,NH3,7.5,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 7.5 ± 0.5; SD=0.5.
WBAD,PRM,NO2−,0.48,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 0.48 ± 0.03; SD=0.03.
WBAD,PRM,NO3−,0.34,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 0.34 ± 0.06; SD=0.06.
WBAD,PRM,Ni,0.0889,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0889 ± 0.0036; SD=0.0036.
WBAD,PRM,Pb,0.0842,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0842 ± 0.00058; SD=0.00058.
WBAD,PRM,TDS,1217.0,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 1217 ± 2.85; SD=2.85.
WBAD,PRM,Temp,28.7,∘C,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 28.7 ± 0.77; SD=0.77.
WBAD,PRM,WH,323.8,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 323.8 ± 1.11; SD=1.11.
WBAD,PRM,Zn,0.347,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.347 ± 0.0252; SD=0.0252.
WBAD,PRM,pH,7.47,,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 7.47 ± 0.06; SD=0.06.
WBBD,POM,Cd,0.0008,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0008 ± 0.00004; SD=0.00004.
WBBD,POM,Co,0.00807,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.00807 ± 0.0012; SD=0.0012.
WBBD,POM,Cr,0.013,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.013 ± 0.0058; SD=0.0058.
WBBD,POM,Cu,0.0044,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0044 ± 0.0017; SD=0.0017.
WBBD,POM,DO,5.24,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 5.24 ± 0.32; SD=0.32.
WBBD,POM,ERI,19.545,,Reported value,river water,Ground truth workbook: HPI and ERI values,Original header: ERI (POM).
WBBD,POM,Fe,0.68,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.68 ± 0.066; SD=0.066.
WBBD,POM,HPI,38.119,,Reported value,river water,Ground truth workbook: HPI and ERI values,Original header: HPI (POM).
WBBD,POM,Mn,0.099,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.099 ± 0.004; SD=0.004.
WBBD,POM,NH3,0.24,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 0.24 ± 0.03; SD=0.03.
WBBD,POM,NO2−,0.0,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 0.0.
WBBD,POM,NO3−,1.05,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 1.05 ± 0.13; SD=0.13.
WBBD,POM,Ni,0.0118,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0118 ± 0.00058; SD=0.00058.
WBBD,POM,Pb,0.0117,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0117 ± 0.0005; SD=0.0005.
WBBD,POM,TDS,215.7,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 215.7 ± 3.58; SD=3.58.
WBBD,POM,Temp,21.0,∘C,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 21 ± 0; SD=0.
WBBD,POM,WH,128.2,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 128.2 ± 1.06; SD=1.06.
WBBD,POM,Zn,0.0826,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0826 ± 0.01; SD=0.01.
WBBD,POM,pH,7.49,,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 7.49 ± 0.04; SD=0.04.
WBBD,PRM,Cd,0.00034,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.00034 ± 0.0000651; SD=0.0000651.
WBBD,PRM,Co,0.00153,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.00153 ± 0.0003; SD=0.0003.
WBBD,PRM,Cr,0.016,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.016 ± 0.0025; SD=0.0025.
WBBD,PRM,Cu,0.0077,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0077 ± 0.003; SD=0.003.
WBBD,PRM,DO,3.7,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 3.7 ± 0.26; SD=0.26.
WBBD,PRM,ERI,51.363,,Reported value,river water,Ground truth workbook: HPI and ERI values,Original header: ERI (PRM).
WBBD,PRM,Fe,1.79,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 1.79 ± 0.126; SD=0.126.
WBBD,PRM,HPI,138.555,,Reported value,river water,Ground truth workbook: HPI and ERI values,Original header: HPI (PRM).
WBBD,PRM,Mn,0.259,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.259 ± 0.015; SD=0.015.
WBBD,PRM,NH3,0.36,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 0.36 ± 0.13; SD=0.13.
WBBD,PRM,NO2−,0.25,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 0.25 ± 0.01; SD=0.01.
WBBD,PRM,NO3−,0.24,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 0.24 ± 0.02; SD=0.02.
WBBD,PRM,Ni,0.0167,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0167 ± 0.0042; SD=0.0042.
WBBD,PRM,Pb,0.0597,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0597 ± 0.036; SD=0.036.
WBBD,PRM,TDS,517.3,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 517.3 ± 6.51; SD=6.51.
WBBD,PRM,Temp,27.0,∘C,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 27 ± 1; SD=1.
WBBD,PRM,WH,175.1,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 175.1 ± 1.39; SD=1.39.
WBBD,PRM,Zn,0.049,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.049 ± 0.0058; SD=0.0058.
WBBD,PRM,pH,8.56,,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 8.56 ± 0.23; SD=0.23.
"Wazirabad After Drain (WBAD), Delhi ",,Latitude,28.66333333333333,decimal degrees,Reported value,,Ground truth workbook: Site coordinates,Original latitude: 28°39′48′′ N 
"Wazirabad After Drain (WBAD), Delhi ",,Longitude,77.24,decimal degrees,Reported value,,Ground truth workbook: Site coordinates,Original longitude:  77°14′24′′ E
"Wazirabad Before Drain (WBBD), Delhi ",,Latitude,28.70888888888889,decimal degrees,Reported value,,Ground truth workbook: Site coordinates,Original latitude: 28°42′32′′ N 
"Wazirabad Before Drain (WBBD), Delhi ",,Longitude,77.23055555555555,decimal degrees,Reported value,,Ground truth workbook: Site coordinates,Original longitude: 77°13′50′′ E
YM,POM,Cd,0.00062,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.00062 ± 0.00011; SD=0.00011.
YM,POM,Co,0.0008,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0008 ± 0.0002; SD=0.0002.
YM,POM,Cr,0.0095,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0095 ± 0; SD=0.
YM,POM,Cu,0.0019,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0019 ± 0.0007; SD=0.0007.
YM,POM,DO,8.52,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 8.52 ± 0.05; SD=0.05.
YM,POM,ERI,9.618,,Reported value,river water,Ground truth workbook: HPI and ERI values,Original header: ERI (POM).
YM,POM,Fe,0.04,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.04 ± 0.008; SD=0.008.
YM,POM,HPI,21.997,,Reported value,river water,Ground truth workbook: HPI and ERI values,Original header: HPI (POM).
YM,POM,Mn,0.0019,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0019 ± 0.0002; SD=0.0002.
YM,POM,NH3,0.13,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 0.13 ± 0.02; SD=0.02.
YM,POM,NO2−,0.0,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 0.0.
YM,POM,NO3−,4.67,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 4.67 ± 0.58; SD=0.58.
YM,POM,Ni,0.002,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.002 ± 0.0005; SD=0.0005.
YM,POM,Pb,0.0016,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0016 ± 0.0007; SD=0.0007.
YM,POM,TDS,102.2,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 102.2 ± 1.81; SD=1.81.
YM,POM,Temp,13.0,∘C,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 13 ± 1; SD=1.
YM,POM,WH,95.33,mg/L,Mean,river water,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 95.33 ± 0.58; SD=0.58.
YM,POM,Zn,0.033,mg/L,Mean,river water,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.033 ± 0.003; SD=0.003.
