Sr No.,Location,Date,Month,Year,Season,Parameter,Actual Value,Mean,Std Dev,Unit,Source,Notes/Extraction Remark
118,Wazirabad After Drain,,,,PRM,ERI,110.695,,,,Ground truth workbook: HPI and ERI values,Original header: ERI (PRM).
119,Wazirabad After Drain,,,,PRM,Fe,2.73,2.73,0.218,mg/L,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 2.73 ± 0.218; SD=0.218.
120,Wazirabad After Drain,,,,PRM,HPI,267.137,,,,Ground truth workbook: HPI and ERI values,Original header: HPI (PRM).
121,Wazirabad After Drain,,,,PRM,Mn,0.319,0.319,0.015,mg/L,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.319 ± 0.015; SD=0.015.
122,Wazirabad After Drain,,,,PRM,NH3,7.5,7.5,0.5,mg/L,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 7.5 ± 0.5; SD=0.5.
123,Wazirabad After Drain,,,,PRM,NO2−,0.48,0.48,0.03,mg/L,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 0.48 ± 0.03; SD=0.03.
124,Wazirabad After Drain,,,,PRM,NO3−,0.34,0.34,0.06,mg/L,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 0.34 ± 0.06; SD=0.06.
125,Wazirabad After Drain,,,,PRM,Ni,0.0889,0.0889,0.0036,mg/L,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0889 ± 0.0036; SD=0.0036.
126,Wazirabad After Drain,,,,PRM,Pb,0.0842,0.0842,0.00058,mg/L,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0842 ± 0.00058; SD=0.00058.
127,Wazirabad After Drain,,,,PRM,TDS,1217.0,1217.0,2.85,mg/L,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 1217 ± 2.85; SD=2.85.
128,Wazirabad After Drain,,,,PRM,Temp,28.7,28.7,0.77,∘C,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 28.7 ± 0.77; SD=0.77.
129,Wazirabad After Drain,,,,PRM,WH,323.8,323.8,1.11,mg/L,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 323.8 ± 1.11; SD=1.11.
130,Wazirabad After Drain,,,,PRM,Zn,0.347,0.347,0.0252,mg/L,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.347 ± 0.0252; SD=0.0252.
131,Wazirabad After Drain,,,,PRM,pH,7.47,7.47,0.06,,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 7.47 ± 0.06; SD=0.06.
132,Wazirabad Before Drain,,,,POM,Cd,0.0008,0.0008,0.00004,mg/L,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0008 ± 0.00004; SD=0.00004.
133,Wazirabad Before Drain,,,,POM,Co,0.00807,0.00807,0.0012,mg/L,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.00807 ± 0.0012; SD=0.0012.
134,Wazirabad Before Drain,,,,POM,Cr,0.013,0.013,0.0058,mg/L,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.013 ± 0.0058; SD=0.0058.
135,Wazirabad Before Drain,,,,POM,Cu,0.0044,0.0044,0.0017,mg/L,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0044 ± 0.0017; SD=0.0017.
136,Wazirabad Before Drain,,,,POM,DO,5.24,5.24,0.32,mg/L,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 5.24 ± 0.32; SD=0.32.
137,Wazirabad Before Drain,,,,POM,ERI,19.545,,,,Ground truth workbook: HPI and ERI values,Original header: ERI (POM).
138,Wazirabad Before Drain,,,,POM,Fe,0.68,0.68,0.066,mg/L,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.68 ± 0.066; SD=0.066.
139,Wazirabad Before Drain,,,,POM,HPI,38.119,,,,Ground truth workbook: HPI and ERI values,Original header: HPI (POM).
140,Wazirabad Before Drain,,,,POM,Mn,0.099,0.099,0.004,mg/L,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.099 ± 0.004; SD=0.004.
141,Wazirabad Before Drain,,,,POM,NH3,0.24,0.24,0.03,mg/L,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 0.24 ± 0.03; SD=0.03.
142,Wazirabad Before Drain,,,,POM,NO2−,0.0,0.0,,mg/L,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 0.0.
143,Wazirabad Before Drain,,,,POM,NO3−,1.05,1.05,0.13,mg/L,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 1.05 ± 0.13; SD=0.13.
144,Wazirabad Before Drain,,,,POM,Ni,0.0118,0.0118,0.00058,mg/L,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0118 ± 0.00058; SD=0.00058.
145,Wazirabad Before Drain,,,,POM,Pb,0.0117,0.0117,0.0005,mg/L,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0117 ± 0.0005; SD=0.0005.
146,Wazirabad Before Drain,,,,POM,TDS,215.7,215.7,3.58,mg/L,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 215.7 ± 3.58; SD=3.58.
147,Wazirabad Before Drain,,,,POM,Temp,21.0,21.0,0,∘C,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 21 ± 0; SD=0.
148,Wazirabad Before Drain,,,,POM,WH,128.2,128.2,1.06,mg/L,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 128.2 ± 1.06; SD=1.06.
149,Wazirabad Before Drain,,,,POM,Zn,0.0826,0.0826,0.01,mg/L,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0826 ± 0.01; SD=0.01.
150,Wazirabad Before Drain,,,,POM,pH,7.49,7.49,0.04,,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 7.49 ± 0.04; SD=0.04.
151,Wazirabad Before Drain,,,,PRM,Cd,0.00034,0.00034,0.0000651,mg/L,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.00034 ± 0.0000651; SD=0.0000651.
152,Wazirabad Before Drain,,,,PRM,Co,0.00153,0.00153,0.0003,mg/L,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.00153 ± 0.0003; SD=0.0003.
153,Wazirabad Before Drain,,,,PRM,Cr,0.016,0.016,0.0025,mg/L,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.016 ± 0.0025; SD=0.0025.
154,Wazirabad Before Drain,,,,PRM,Cu,0.0077,0.0077,0.003,mg/L,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0077 ± 0.003; SD=0.003.
155,Wazirabad Before Drain,,,,PRM,DO,3.7,3.7,0.26,mg/L,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 3.7 ± 0.26; SD=0.26.
156,Wazirabad Before Drain,,,,PRM,ERI,51.363,,,,Ground truth workbook: HPI and ERI values,Original header: ERI (PRM).
157,Wazirabad Before Drain,,,,PRM,Fe,1.79,1.79,0.126,mg/L,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 1.79 ± 0.126; SD=0.126.
158,Wazirabad Before Drain,,,,PRM,HPI,138.555,,,,Ground truth workbook: HPI and ERI values,Original header: HPI (PRM).
159,Wazirabad Before Drain,,,,PRM,Mn,0.259,0.259,0.015,mg/L,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.259 ± 0.015; SD=0.015.
160,Wazirabad Before Drain,,,,PRM,NH3,0.36,0.36,0.13,mg/L,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 0.36 ± 0.13; SD=0.13.
161,Wazirabad Before Drain,,,,PRM,NO2−,0.25,0.25,0.01,mg/L,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 0.25 ± 0.01; SD=0.01.
162,Wazirabad Before Drain,,,,PRM,NO3−,0.24,0.24,0.02,mg/L,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 0.24 ± 0.02; SD=0.02.
163,Wazirabad Before Drain,,,,PRM,Ni,0.0167,0.0167,0.0042,mg/L,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0167 ± 0.0042; SD=0.0042.
164,Wazirabad Before Drain,,,,PRM,Pb,0.0597,0.0597,0.036,mg/L,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.0597 ± 0.036; SD=0.036.
165,Wazirabad Before Drain,,,,PRM,TDS,517.3,517.3,6.51,mg/L,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 517.3 ± 6.51; SD=6.51.
166,Wazirabad Before Drain,,,,PRM,Temp,27.0,27.0,1,∘C,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 27 ± 1; SD=1.
167,Wazirabad Before Drain,,,,PRM,WH,175.1,175.1,1.39,mg/L,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 175.1 ± 1.39; SD=1.39.
168,Wazirabad Before Drain,,,,PRM,Zn,0.049,0.049,0.0058,mg/L,Ground truth workbook: Heavy metal concentration statistics,Original reported value: 0.049 ± 0.0058; SD=0.0058.
169,Wazirabad Before Drain,,,,PRM,pH,8.56,8.56,0.23,,Ground truth workbook: Physical-chemical descriptive statistics,Original reported value: 8.56 ± 0.23; SD=0.23.
