Sr No.,Location(actual name not some legend thing),Date,Month,Year,Season,Parameter,Actual Value,Mean,Std Dev,Unit,Source,Notes/Extraction Remark
69,L3 (downwind to Narela industrial area),,February,2013,,pH,7.4,,,,Table 1,Value from Table 1.
70,L3 (downwind to Narela industrial area),,February,2013,,Electrical Conductivity,726,,,µS/cm,Table 1,Value from Table 1. Unit inferred from table footnote.
71,L3 (downwind to Narela industrial area),,February,2013,,Total Dissolved Solids,458,,,mg/l,Table 1,Value from Table 1. Unit inferred from table footnote.
72,L3 (downwind to Narela industrial area),,February,2013,,Oxidation-Reduction Potential,189.5,,,mV,Table 1,Value from Table 1. Unit inferred from table footnote.
73,L4 (downwind to Narela industrial area),,February,2013,,Sodium,43.2,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
74,L4 (downwind to Narela industrial area),,February,2013,,Potassium,9.0,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
75,L4 (downwind to Narela industrial area),,February,2013,,Calcium,63.9,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
76,L4 (downwind to Narela industrial area),,February,2013,,Magnesium,24.8,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
77,L4 (downwind to Narela industrial area),,February,2013,,Iron,4.1,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
78,L4 (downwind to Narela industrial area),,February,2013,,Aluminum,673,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
79,L4 (downwind to Narela industrial area),,February,2013,,Copper,175,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
80,L4 (downwind to Narela industrial area),,February,2013,,Chromium,100,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
81,L4 (downwind to Narela industrial area),,February,2013,,Cobalt,31,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
82,L4 (downwind to Narela industrial area),,February,2013,,Cadmium,31,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
83,L4 (downwind to Narela industrial area),,February,2013,,Lead,405,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
84,L4 (downwind to Narela industrial area),,February,2013,,Manganese,396,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
85,L4 (downwind to Narela industrial area),,February,2013,,Nickel,203,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
86,L4 (downwind to Narela industrial area),,February,2013,,Zinc,288,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
87,L4 (downwind to Narela industrial area),,February,2013,,Fluoride,484,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
88,L4 (downwind to Narela industrial area),,February,2013,,Chloride,115.0,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
89,L4 (downwind to Narela industrial area),,February,2013,,Nitrate,2.4,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
90,L4 (downwind to Narela industrial area),,February,2013,,Sulfate,61.9,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
91,L4 (downwind to Narela industrial area),,February,2013,,Bicarbonate,217.3,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
92,L4 (downwind to Narela industrial area),,February,2013,,Phosphate,0.2,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
93,L4 (downwind to Narela industrial area),,February,2013,,pH,7.5,,,,Table 1,Value from Table 1.
94,L4 (downwind to Narela industrial area),,February,2013,,Electrical Conductivity,788,,,µS/cm,Table 1,Value from Table 1. Unit inferred from table footnote.
95,L4 (downwind to Narela industrial area),,February,2013,,Total Dissolved Solids,519,,,mg/l,Table 1,Value from Table 1. Unit inferred from table footnote.
96,L4 (downwind to Narela industrial area),,February,2013,,Oxidation-Reduction Potential,157.0,,,mV,Table 1,Value from Table 1. Unit inferred from table footnote.
97,"L5 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Sodium,64.8,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
98,"L5 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Potassium,8.7,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
99,"L5 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Calcium,97.9,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
100,"L5 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Magnesium,44.1,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
101,"L5 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Iron,6.6,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
102,"L5 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Aluminum,831,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
103,"L5 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Copper,198,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
104,"L5 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Chromium,160,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
105,"L5 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Cobalt,46,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
106,"L5 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Cadmium,58,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
107,"L5 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Lead,660,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
108,"L5 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Manganese,429,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
109,"L5 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Nickel,364,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
110,"L5 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Zinc,421,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
111,"L5 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Fluoride,708,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
112,"L5 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Chloride,246.9,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
113,"L5 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Nitrate,1.2,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
114,"L5 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Sulfate,87.7,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
115,"L5 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Bicarbonate,232.9,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
116,"L5 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Phosphate,0.5,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
117,"L5 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,pH,6.6,,,,Table 1,Value from Table 1.
118,"L5 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Electrical Conductivity,1273,,,µS/cm,Table 1,Value from Table 1. Unit inferred from table footnote.
119,"L5 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Total Dissolved Solids,775,,,mg/l,Table 1,Value from Table 1. Unit inferred from table footnote.
120,"L5 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Oxidation-Reduction Potential,94.7,,,mV,Table 1,Value from Table 1. Unit inferred from table footnote.
121,"L6 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Sodium,50.7,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
122,"L6 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Potassium,7.7,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
123,"L6 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Calcium,90.2,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
124,"L6 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Magnesium,38.4,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
125,"L6 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Iron,8.2,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
126,"L6 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Aluminum,878,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
127,"L6 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Copper,245,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
128,"L6 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Chromium,280,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
129,"L6 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Cobalt,76,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
130,"L6 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Cadmium,74,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
131,"L6 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Lead,837,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
132,"L6 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Manganese,644,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
133,"L6 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Nickel,451,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
134,"L6 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Zinc,473,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
135,"L6 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Fluoride,624,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
136,"L6 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Chloride,216.8,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
137,"L6 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Nitrate,1.0,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
138,"L6 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Sulfate,74.5,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
139,"L6 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Bicarbonate,213.2,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
140,"L6 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Phosphate,0.9,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
141,"L6 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,pH,6.3,,,,Table 1,Value from Table 1.
142,"L6 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Electrical Conductivity,1125,,,µS/cm,Table 1,Value from Table 1. Unit inferred from table footnote.
143,"L6 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Total Dissolved Solids,621,,,mg/l,Table 1,Value from Table 1. Unit inferred from table footnote.
144,"L6 (downwind to Alipur, Badli and Bawana industrial areas, receiving Najafgarh and supplementary drains)",,February,2013,,Oxidation-Reduction Potential,61.0,,,mV,Table 1,Value from Table 1. Unit inferred from table footnote.
145,"L7 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Sodium,42.9,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
146,"L7 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Potassium,11.9,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
147,"L7 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Calcium,74.4,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
148,"L7 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Magnesium,35.4,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
149,"L7 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Iron,5.4,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
150,"L7 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Aluminum,684,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
151,"L7 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Copper,123,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
152,"L7 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Chromium,320,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
153,"L7 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Cobalt,94,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
154,"L7 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Cadmium,64,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
155,"L7 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Lead,580,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
156,"L7 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Manganese,396,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
157,"L7 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Nickel,547,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
158,"L7 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Zinc,406,,,ppb,Table 1,Value from Table 1. Unit inferred from table footnote (* Concentrations in ppb).
159,"L7 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Fluoride,258,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
160,"L7 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Chloride,153.8,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
161,"L7 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Nitrate,2.1,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
162,"L7 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Sulfate,53.1,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
163,"L7 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Bicarbonate,209.3,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
164,"L7 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Phosphate,1.3,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
165,"L7 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,pH,7.9,,,,Table 1,Value from Table 1.
166,"L7 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Electrical Conductivity,906,,,µS/cm,Table 1,Value from Table 1. Unit inferred from table footnote.
167,"L7 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Total Dissolved Solids,584,,,mg/l,Table 1,Value from Table 1. Unit inferred from table footnote.
168,"L7 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Oxidation-Reduction Potential,182.2,,,mV,Table 1,Value from Table 1. Unit inferred from table footnote.
169,"L8 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Sodium,33.2,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
170,"L8 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Potassium,12.8,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
171,"L8 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Calcium,70.9,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
172,"L8 (urban agricultural, fed by sewage, drains, by-products of Rajghat power plant)",,February,2013,,Magnesium,31.3,,,ppm,Table 1,Value from Table 1. Unit inferred from table footnote.
