paper_overview.citation,paper_overview.is_review_paper,paper_overview.study_region,temporal_coverage.sampling_dates,temporal_coverage.granularity,temporal_coverage.time_periods,extraction_notes,row_type,site.id,site.description,site.latitude,site.longitude,site.matrix,site.sample_type,site.source_quote,site.source_location,parameter.id,parameter.name,parameter.name_as_reported,parameter.cas_number,parameter.category,parameter.unit_as_reported,data_source.location,data_source.description,data_source.page
"Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.",False,"Yamuna River, India","April 2022, September 2022",seasonal,Pre-Monsoon (PRM) | Post-Monsoon (POM),"Site coordinates were converted from degrees, minutes, seconds to decimal degrees. Matrix and sample type were inferred from the context of the paper (water quality study of a river). CAS numbers for parameters were not provided in the paper.",parameter,,,,,,,,,P7,Nitrite,NO2,,Physical-Chemical,mg/L,,,
"Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.",False,"Yamuna River, India","April 2022, September 2022",seasonal,Pre-Monsoon (PRM) | Post-Monsoon (POM),"Site coordinates were converted from degrees, minutes, seconds to decimal degrees. Matrix and sample type were inferred from the context of the paper (water quality study of a river). CAS numbers for parameters were not provided in the paper.",parameter,,,,,,,,,P8,Ammonia,NH3,,Physical-Chemical,mg/L,,,
"Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.",False,"Yamuna River, India","April 2022, September 2022",seasonal,Pre-Monsoon (PRM) | Post-Monsoon (POM),"Site coordinates were converted from degrees, minutes, seconds to decimal degrees. Matrix and sample type were inferred from the context of the paper (water quality study of a river). CAS numbers for parameters were not provided in the paper.",parameter,,,,,,,,,P9,Iron,Fe,,Heavy Metal,mg/L,,,
"Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.",False,"Yamuna River, India","April 2022, September 2022",seasonal,Pre-Monsoon (PRM) | Post-Monsoon (POM),"Site coordinates were converted from degrees, minutes, seconds to decimal degrees. Matrix and sample type were inferred from the context of the paper (water quality study of a river). CAS numbers for parameters were not provided in the paper.",parameter,,,,,,,,,P10,Manganese,Mn,,Heavy Metal,mg/L,,,
"Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.",False,"Yamuna River, India","April 2022, September 2022",seasonal,Pre-Monsoon (PRM) | Post-Monsoon (POM),"Site coordinates were converted from degrees, minutes, seconds to decimal degrees. Matrix and sample type were inferred from the context of the paper (water quality study of a river). CAS numbers for parameters were not provided in the paper.",parameter,,,,,,,,,P11,Copper,Cu,,Heavy Metal,mg/L,,,
"Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.",False,"Yamuna River, India","April 2022, September 2022",seasonal,Pre-Monsoon (PRM) | Post-Monsoon (POM),"Site coordinates were converted from degrees, minutes, seconds to decimal degrees. Matrix and sample type were inferred from the context of the paper (water quality study of a river). CAS numbers for parameters were not provided in the paper.",parameter,,,,,,,,,P12,Zinc,Zn,,Heavy Metal,mg/L,,,
"Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.",False,"Yamuna River, India","April 2022, September 2022",seasonal,Pre-Monsoon (PRM) | Post-Monsoon (POM),"Site coordinates were converted from degrees, minutes, seconds to decimal degrees. Matrix and sample type were inferred from the context of the paper (water quality study of a river). CAS numbers for parameters were not provided in the paper.",parameter,,,,,,,,,P13,Cobalt,Co,,Heavy Metal,mg/L,,,
"Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.",False,"Yamuna River, India","April 2022, September 2022",seasonal,Pre-Monsoon (PRM) | Post-Monsoon (POM),"Site coordinates were converted from degrees, minutes, seconds to decimal degrees. Matrix and sample type were inferred from the context of the paper (water quality study of a river). CAS numbers for parameters were not provided in the paper.",parameter,,,,,,,,,P14,Cadmium,Cd,,Heavy Metal,mg/L,,,
"Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.",False,"Yamuna River, India","April 2022, September 2022",seasonal,Pre-Monsoon (PRM) | Post-Monsoon (POM),"Site coordinates were converted from degrees, minutes, seconds to decimal degrees. Matrix and sample type were inferred from the context of the paper (water quality study of a river). CAS numbers for parameters were not provided in the paper.",parameter,,,,,,,,,P15,Lead,Pb,,Heavy Metal,mg/L,,,
"Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.",False,"Yamuna River, India","April 2022, September 2022",seasonal,Pre-Monsoon (PRM) | Post-Monsoon (POM),"Site coordinates were converted from degrees, minutes, seconds to decimal degrees. Matrix and sample type were inferred from the context of the paper (water quality study of a river). CAS numbers for parameters were not provided in the paper.",parameter,,,,,,,,,P16,Chromium,Cr,,Heavy Metal,mg/L,,,
"Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.",False,"Yamuna River, India","April 2022, September 2022",seasonal,Pre-Monsoon (PRM) | Post-Monsoon (POM),"Site coordinates were converted from degrees, minutes, seconds to decimal degrees. Matrix and sample type were inferred from the context of the paper (water quality study of a river). CAS numbers for parameters were not provided in the paper.",parameter,,,,,,,,,P17,Nickel,Ni,,Heavy Metal,mg/L,,,
"Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.",False,"Yamuna River, India","April 2022, September 2022",seasonal,Pre-Monsoon (PRM) | Post-Monsoon (POM),"Site coordinates were converted from degrees, minutes, seconds to decimal degrees. Matrix and sample type were inferred from the context of the paper (water quality study of a river). CAS numbers for parameters were not provided in the paper.",data_source,,,,,,,,,,,,,,,"Table 1, page 2",Details of the sampling site,2
"Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.",False,"Yamuna River, India","April 2022, September 2022",seasonal,Pre-Monsoon (PRM) | Post-Monsoon (POM),"Site coordinates were converted from degrees, minutes, seconds to decimal degrees. Matrix and sample type were inferred from the context of the paper (water quality study of a river). CAS numbers for parameters were not provided in the paper.",data_source,,,,,,,,,,,,,,,"Table 4, page 6",Descriptive statistics of physical-chemical parameters in the Yamuna River,6
"Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.",False,"Yamuna River, India","April 2022, September 2022",seasonal,Pre-Monsoon (PRM) | Post-Monsoon (POM),"Site coordinates were converted from degrees, minutes, seconds to decimal degrees. Matrix and sample type were inferred from the context of the paper (water quality study of a river). CAS numbers for parameters were not provided in the paper.",data_source,,,,,,,,,,,,,,,"Table 6, page 10",Descriptive statistics of heavy metal concentration (mg/L) in Yamuna River,10
