Sr No.,Location(actual name not some legend thing),Date,Month,Year,Season,Parameter,Actual Value,Mean,Std Dev,Unit,Source,Notes/Extraction Remark
13,Yamuna river,,,,,Testosterone (Maximum concentration),284.5 ± 1.5,284.5,1.5,ng/L,"Table 3, page 5",Summary statistic across all 13 sampling locations and both summer and post-monsoon seasons. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
14,Yamuna river,,,,,Testosterone (Minimum concentration),52.6 ± 1.2,52.6,1.2,ng/L,"Table 3, page 5",Summary statistic across all 13 sampling locations and both summer and post-monsoon seasons. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
15,Yamuna river,,,,,Testosterone (Mean concentration),113.6,113.6,,ng/L,"Table 3, page 5",Summary statistic across all 13 sampling locations and both summer and post-monsoon seasons. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
16,Yamuna river,,,,,Carbamazepine (Maximum concentration),484.1 ± 1.4,484.1,1.4,ng/L,"Table 3, page 5",Summary statistic across all 13 sampling locations and both summer and post-monsoon seasons. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
17,Yamuna river,,,,,Carbamazepine (Minimum concentration),nd,,,ng/L,"Table 3, page 5",nd denotes not detected. Summary statistic across all 13 sampling locations and both summer and post-monsoon seasons. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
18,Yamuna river,,,,,Carbamazepine (Mean concentration),119.2,119.2,,ng/L,"Table 3, page 5",Summary statistic across all 13 sampling locations and both summer and post-monsoon seasons. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
19,Yamuna river,,,,,Sulfamethoxazole (Maximum concentration),1312.3 ± 0.1,1312.3,0.1,ng/L,"Table 3, page 5",Summary statistic across all 13 sampling locations and both summer and post-monsoon seasons. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
20,Yamuna river,,,,,Sulfamethoxazole (Minimum concentration),48.5 ± 1.2,48.5,1.2,ng/L,"Table 3, page 5",Summary statistic across all 13 sampling locations and both summer and post-monsoon seasons. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
21,Yamuna river,,,,,Sulfamethoxazole (Mean concentration),183.5,183.5,,ng/L,"Table 3, page 5",Summary statistic across all 13 sampling locations and both summer and post-monsoon seasons. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
22,Yamuna river,,,,,Atenolol (Maximum concentration),205.6 ± 1.8,205.6,1.8,ng/L,"Table 3, page 5",Summary statistic across all 13 sampling locations and both summer and post-monsoon seasons. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
23,Yamuna river,,,,,Atenolol (Minimum concentration),nd,,,ng/L,"Table 3, page 5",nd denotes not detected. Summary statistic across all 13 sampling locations and both summer and post-monsoon seasons. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
24,Yamuna river,,,,,Atenolol (Mean concentration),44.4,44.4,,ng/L,"Table 3, page 5",Summary statistic across all 13 sampling locations and both summer and post-monsoon seasons. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
25,Yamuna river,,,,,Ketoprofen (Maximum concentration),1381.2 ± 1.8,1381.2,1.8,ng/L,"Table 3, page 5",Summary statistic across all 13 sampling locations and both summer and post-monsoon seasons. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
26,Yamuna river,,,,,Ketoprofen (Minimum concentration),nd,,,ng/L,"Table 3, page 5",nd denotes not detected. Summary statistic across all 13 sampling locations and both summer and post-monsoon seasons. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
27,Yamuna river,,,,,Ketoprofen (Mean concentration),133.7,133.7,,ng/L,"Table 3, page 5",Summary statistic across all 13 sampling locations and both summer and post-monsoon seasons. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
28,Yamuna river,,,,,Estrone (Maximum concentration),1781.8 ± 0.7,1781.8,0.7,ng/L,"Table 3, page 5",Summary statistic across all 13 sampling locations and both summer and post-monsoon seasons. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
29,Yamuna river,,,,,Estrone (Minimum concentration),10.7 ± 0.4,10.7,0.4,ng/L,"Table 3, page 5",Summary statistic across all 13 sampling locations and both summer and post-monsoon seasons. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
30,Yamuna river,,,,,Estrone (Mean concentration),476.6,476.6,,ng/L,"Table 3, page 5",Summary statistic across all 13 sampling locations and both summer and post-monsoon seasons. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
31,Yamuna river,,,,,2-Hydroxybenzothiazole (Maximum concentration),591.9 ± 1.4,591.9,1.4,ng/L,"Table 3, page 5",Summary statistic across all 13 sampling locations and both summer and post-monsoon seasons. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
32,Yamuna river,,,,,2-Hydroxybenzothiazole (Minimum concentration),nd,,,ng/L,"Table 3, page 5",nd denotes not detected. Summary statistic across all 13 sampling locations and both summer and post-monsoon seasons. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
33,Yamuna river,,,,,2-Hydroxybenzothiazole (Mean concentration),216.4,216.4,,ng/L,"Table 3, page 5",Summary statistic across all 13 sampling locations and both summer and post-monsoon seasons. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
34,Yamuna river,,,,,Progesterone (Maximum concentration),291.3 ± 1.4,291.3,1.4,ng/L,"Table 3, page 5",Summary statistic across all 13 sampling locations and both summer and post-monsoon seasons. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
35,Yamuna river,,,,,Progesterone (Minimum concentration),nd,,,ng/L,"Table 3, page 5",nd denotes not detected. Summary statistic across all 13 sampling locations and both summer and post-monsoon seasons. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
36,Yamuna river,,,,,Progesterone (Mean concentration),95.1,95.1,,ng/L,"Table 3, page 5",Summary statistic across all 13 sampling locations and both summer and post-monsoon seasons. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
37,Yamuna river,,,,,Triclosan (Maximum concentration),269.8 ± 1.0,269.8,1.0,ng/L,"Table 3, page 5",Summary statistic across all 13 sampling locations and both summer and post-monsoon seasons. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
38,Yamuna river,,,,,Triclosan (Minimum concentration),nd,,,ng/L,"Table 3, page 5",nd denotes not detected. Summary statistic across all 13 sampling locations and both summer and post-monsoon seasons. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
39,Yamuna river,,,,,Triclosan (Mean concentration),25.5,25.5,,ng/L,"Table 3, page 5",Summary statistic across all 13 sampling locations and both summer and post-monsoon seasons. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
40,Yamuna river,,,,,Diclofenac (Maximum concentration),278.9 ± 0.7,278.9,0.7,ng/L,"Table 3, page 5",Summary statistic across all 13 sampling locations and both summer and post-monsoon seasons. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
41,Yamuna river,,,,,Diclofenac (Minimum concentration),nd,,,ng/L,"Table 3, page 5",nd denotes not detected. Summary statistic across all 13 sampling locations and both summer and post-monsoon seasons. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
42,Yamuna river,,,,,Diclofenac (Mean concentration),96.1,96.1,,ng/L,"Table 3, page 5",Summary statistic across all 13 sampling locations and both summer and post-monsoon seasons. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
43,Yamuna river,,,,,Trimethoprim (Maximum concentration),8807.6 ± 2.7,8807.6,2.7,ng/L,"Table 3, page 5",Summary statistic across all 13 sampling locations and both summer and post-monsoon seasons. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
44,Yamuna river,,,,,Trimethoprim (Minimum concentration),64.5 ± 1.3,64.5,1.3,ng/L,"Table 3, page 5",Summary statistic across all 13 sampling locations and both summer and post-monsoon seasons. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
45,Yamuna river,,,,,Trimethoprim (Mean concentration),2187.5,2187.5,,ng/L,"Table 3, page 5",Summary statistic across all 13 sampling locations and both summer and post-monsoon seasons. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
46,Yamuna river,,,,,Ciprofloxacin (Maximum concentration),263.5 ± 1.7,263.5,1.7,ng/L,"Table 3, page 5",Summary statistic across all 13 sampling locations and both summer and post-monsoon seasons. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
47,Yamuna river,,,,,Ciprofloxacin (Minimum concentration),nd,,,ng/L,"Table 3, page 5",nd denotes not detected. Summary statistic across all 13 sampling locations and both summer and post-monsoon seasons. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
48,Yamuna river,,,,,Ciprofloxacin (Mean concentration),115.1,115.1,,ng/L,"Table 3, page 5",Summary statistic across all 13 sampling locations and both summer and post-monsoon seasons. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
49,Dakpatthar,,May,2021.0,Summer,Caffeine,70,70.0,,ng/L,"Figure 2A, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
50,Dakpatthar,,September,2021.0,Post-monsoon,Caffeine,70,70.0,,ng/L,"Figure 2A, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
51,Hindon River,,May,2021.0,Summer,Caffeine,70,70.0,,ng/L,"Figure 2A, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
52,Hindon River,,September,2021.0,Post-monsoon,Caffeine,70,70.0,,ng/L,"Figure 2A, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
53,Hindon Canal,,May,2021.0,Summer,Caffeine,70,70.0,,ng/L,"Figure 2A, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
54,Hindon Canal,,September,2021.0,Post-monsoon,Caffeine,70,70.0,,ng/L,"Figure 2A, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
55,Nizamuddin Bridge,,May,2021.0,Summer,Caffeine,70,70.0,,ng/L,"Figure 2A, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
56,Nizamuddin Bridge,,September,2021.0,Post-monsoon,Caffeine,900,900.0,,ng/L,"Figure 2A, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
57,Okhla Barrage,,May,2021.0,Summer,Caffeine,70,70.0,,ng/L,"Figure 2A, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
58,Okhla Barrage,,September,2021.0,Post-monsoon,Caffeine,6400,6400.0,,ng/L,"Figure 2A, page 7",Value estimated from bar chart. Text on page 5 reports 6489.9 ng/L for caffeine during post-monsoon sampling. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
59,D/S Shahadara drain & Yamuna Confluence,,May,2021.0,Summer,Caffeine,70,70.0,,ng/L,"Figure 2A, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
60,D/S Shahadara drain & Yamuna Confluence,,September,2021.0,Post-monsoon,Caffeine,900,900.0,,ng/L,"Figure 2A, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
61,U/S Mathura,,May,2021.0,Summer,Caffeine,70,70.0,,ng/L,"Figure 2A, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
62,U/S Mathura,,September,2021.0,Post-monsoon,Caffeine,6400,6400.0,,ng/L,"Figure 2A, page 7",Value estimated from bar chart. Text on page 5 reports 6489.9 ng/L for caffeine during post-monsoon sampling. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
63,D/S Mathura,,May,2021.0,Summer,Caffeine,70,70.0,,ng/L,"Figure 2A, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
64,D/S Mathura,,September,2021.0,Post-monsoon,Caffeine,900,900.0,,ng/L,"Figure 2A, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
65,U/S Agra city,,May,2021.0,Summer,Caffeine,70,70.0,,ng/L,"Figure 2A, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
66,U/S Agra city,,September,2021.0,Post-monsoon,Caffeine,70,70.0,,ng/L,"Figure 2A, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
67,Agra city near Taj Mahal,,May,2021.0,Summer,Caffeine,70,70.0,,ng/L,"Figure 2A, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
68,Agra city near Taj Mahal,,September,2021.0,Post-monsoon,Caffeine,900,900.0,,ng/L,"Figure 2A, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
69,D/S Agra city,,May,2021.0,Summer,Caffeine,70,70.0,,ng/L,"Figure 2A, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
70,D/S Agra city,,September,2021.0,Post-monsoon,Caffeine,70,70.0,,ng/L,"Figure 2A, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
71,U/S Etawah,,May,2021.0,Summer,Caffeine,70,70.0,,ng/L,"Figure 2A, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
72,U/S Etawah,,September,2021.0,Post-monsoon,Caffeine,70,70.0,,ng/L,"Figure 2A, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
73,D/S Etawah,,May,2021.0,Summer,Caffeine,70,70.0,,ng/L,"Figure 2A, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
74,D/S Etawah,,September,2021.0,Post-monsoon,Caffeine,70,70.0,,ng/L,"Figure 2A, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
75,Dakpatthar,,May,2021.0,Summer,Trimethoprim,100,100.0,,ng/L,"Figure 2B, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
76,Dakpatthar,,September,2021.0,Post-monsoon,Trimethoprim,100,100.0,,ng/L,"Figure 2B, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
77,Hindon River,,May,2021.0,Summer,Trimethoprim,100,100.0,,ng/L,"Figure 2B, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
78,Hindon River,,September,2021.0,Post-monsoon,Trimethoprim,100,100.0,,ng/L,"Figure 2B, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
79,Hindon Canal,,May,2021.0,Summer,Trimethoprim,100,100.0,,ng/L,"Figure 2B, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
80,Hindon Canal,,September,2021.0,Post-monsoon,Trimethoprim,100,100.0,,ng/L,"Figure 2B, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
81,Nizamuddin Bridge,,May,2021.0,Summer,Trimethoprim,100,100.0,,ng/L,"Figure 2B, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
82,Nizamuddin Bridge,,September,2021.0,Post-monsoon,Trimethoprim,1000,1000.0,,ng/L,"Figure 2B, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
83,Okhla Barrage,,May,2021.0,Summer,Trimethoprim,8800,8800.0,,ng/L,"Figure 2B, page 7",Value estimated from bar chart. Text on page 5 reports 8807.6 ng/L for trimethoprim during summer sampling. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
84,Okhla Barrage,,September,2021.0,Post-monsoon,Trimethoprim,1000,1000.0,,ng/L,"Figure 2B, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
85,D/S Shahadara drain & Yamuna Confluence,,May,2021.0,Summer,Trimethoprim,100,100.0,,ng/L,"Figure 2B, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
86,D/S Shahadara drain & Yamuna Confluence,,September,2021.0,Post-monsoon,Trimethoprim,1000,1000.0,,ng/L,"Figure 2B, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
87,U/S Mathura,,May,2021.0,Summer,Trimethoprim,100,100.0,,ng/L,"Figure 2B, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
88,U/S Mathura,,September,2021.0,Post-monsoon,Trimethoprim,1000,1000.0,,ng/L,"Figure 2B, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
89,D/S Mathura,,May,2021.0,Summer,Trimethoprim,100,100.0,,ng/L,"Figure 2B, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
90,D/S Mathura,,September,2021.0,Post-monsoon,Trimethoprim,1000,1000.0,,ng/L,"Figure 2B, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
91,U/S Agra city,,May,2021.0,Summer,Trimethoprim,100,100.0,,ng/L,"Figure 2B, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
92,U/S Agra city,,September,2021.0,Post-monsoon,Trimethoprim,100,100.0,,ng/L,"Figure 2B, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
93,Agra city near Taj Mahal,,May,2021.0,Summer,Trimethoprim,100,100.0,,ng/L,"Figure 2B, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
94,Agra city near Taj Mahal,,September,2021.0,Post-monsoon,Trimethoprim,1000,1000.0,,ng/L,"Figure 2B, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
95,D/S Agra city,,May,2021.0,Summer,Trimethoprim,100,100.0,,ng/L,"Figure 2B, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
96,D/S Agra city,,September,2021.0,Post-monsoon,Trimethoprim,100,100.0,,ng/L,"Figure 2B, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
97,U/S Etawah,,May,2021.0,Summer,Trimethoprim,100,100.0,,ng/L,"Figure 2B, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
98,U/S Etawah,,September,2021.0,Post-monsoon,Trimethoprim,100,100.0,,ng/L,"Figure 2B, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
99,D/S Etawah,,May,2021.0,Summer,Trimethoprim,100,100.0,,ng/L,"Figure 2B, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
100,D/S Etawah,,September,2021.0,Post-monsoon,Trimethoprim,100,100.0,,ng/L,"Figure 2B, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
101,Dakpatthar,,May,2021.0,Summer,Ciprofloxacin,20,20.0,,ng/L,"Figure 2C, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
102,Dakpatthar,,September,2021.0,Post-monsoon,Ciprofloxacin,20,20.0,,ng/L,"Figure 2C, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
103,Hindon River,,May,2021.0,Summer,Ciprofloxacin,20,20.0,,ng/L,"Figure 2C, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
104,Hindon River,,September,2021.0,Post-monsoon,Ciprofloxacin,20,20.0,,ng/L,"Figure 2C, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
105,Hindon Canal,,May,2021.0,Summer,Ciprofloxacin,20,20.0,,ng/L,"Figure 2C, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
106,Hindon Canal,,September,2021.0,Post-monsoon,Ciprofloxacin,20,20.0,,ng/L,"Figure 2C, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
107,Nizamuddin Bridge,,May,2021.0,Summer,Ciprofloxacin,20,20.0,,ng/L,"Figure 2C, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
108,Nizamuddin Bridge,,September,2021.0,Post-monsoon,Ciprofloxacin,150,150.0,,ng/L,"Figure 2C, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
109,Okhla Barrage,,May,2021.0,Summer,Ciprofloxacin,20,20.0,,ng/L,"Figure 2C, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
110,Okhla Barrage,,September,2021.0,Post-monsoon,Ciprofloxacin,250,250.0,,ng/L,"Figure 2C, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
111,D/S Shahadara drain & Yamuna Confluence,,May,2021.0,Summer,Ciprofloxacin,20,20.0,,ng/L,"Figure 2C, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
112,D/S Shahadara drain & Yamuna Confluence,,September,2021.0,Post-monsoon,Ciprofloxacin,150,150.0,,ng/L,"Figure 2C, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
113,U/S Mathura,,May,2021.0,Summer,Ciprofloxacin,20,20.0,,ng/L,"Figure 2C, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
114,U/S Mathura,,September,2021.0,Post-monsoon,Ciprofloxacin,150,150.0,,ng/L,"Figure 2C, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
115,D/S Mathura,,May,2021.0,Summer,Ciprofloxacin,20,20.0,,ng/L,"Figure 2C, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
116,D/S Mathura,,September,2021.0,Post-monsoon,Ciprofloxacin,150,150.0,,ng/L,"Figure 2C, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
117,U/S Agra city,,May,2021.0,Summer,Ciprofloxacin,20,20.0,,ng/L,"Figure 2C, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
118,U/S Agra city,,September,2021.0,Post-monsoon,Ciprofloxacin,20,20.0,,ng/L,"Figure 2C, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
119,Agra city near Taj Mahal,,May,2021.0,Summer,Ciprofloxacin,20,20.0,,ng/L,"Figure 2C, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
120,Agra city near Taj Mahal,,September,2021.0,Post-monsoon,Ciprofloxacin,150,150.0,,ng/L,"Figure 2C, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
121,D/S Agra city,,May,2021.0,Summer,Ciprofloxacin,20,20.0,,ng/L,"Figure 2C, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
122,D/S Agra city,,September,2021.0,Post-monsoon,Ciprofloxacin,20,20.0,,ng/L,"Figure 2C, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
123,U/S Etawah,,May,2021.0,Summer,Ciprofloxacin,20,20.0,,ng/L,"Figure 2C, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
124,U/S Etawah,,September,2021.0,Post-monsoon,Ciprofloxacin,20,20.0,,ng/L,"Figure 2C, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
125,D/S Etawah,,May,2021.0,Summer,Ciprofloxacin,20,20.0,,ng/L,"Figure 2C, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
126,D/S Etawah,,September,2021.0,Post-monsoon,Ciprofloxacin,20,20.0,,ng/L,"Figure 2C, page 7",Value estimated from bar chart. | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON.
