paper_overview.citation,paper_overview.is_review_paper,paper_overview.study_region,temporal_coverage.sampling_dates,temporal_coverage.granularity,temporal_coverage.time_periods,extraction_notes,row_type,site.id,site.description,site.latitude,site.longitude,site.matrix,site.sample_type,site.source_quote,site.source_location,parameter.id,parameter.name,parameter.name_as_reported,parameter.cas_number,parameter.category,parameter.unit_as_reported,data_source.location,data_source.description,data_source.page
"Biswas, P., & Vellanki, B. P. (2021). Occurrence of emerging contaminants in highly anthropogenically influenced river Yamuna in India. Science of the Total Environment, 782, 146741.",False,"River Yamuna in Northern India, including its tributaries Hindon river and Hindon canal. Specific locations include Dakpatthar, Delhi (Nizamuddin bridge, Okhla barrage, D/S Shahadara drain & Yamuna Confluence), Mathura (U/S and D/S), Agra (U/S, near Taj Mahal, D/S), and Etawah (U/S and D/S).","Summer sampling was conducted in May, and post-monsoon sampling was conducted in September.",Seasonal,Summer | Post-monsoon,"CAS numbers and supplier information for the standards used in this study are provided in supplementary information (S-1). The method for solid phase extraction is detailed in supplementary information (S-5). The methods used for HPLC-MS and UPLC-QToF analysis, along with Method Detection Limits (MDL) and Method Quantification Limits (MQL), are given in supplementary information (S-6).",site,Y11,Downstream of Agra city.,,,Surface water,Grab sample,"Samples upstream of Agra (Y-9), Agra city near Taj Mahal (Y-10) and down-stream of Agra (Y-11) were collected.",Page 3,,,,,,,,,
"Biswas, P., & Vellanki, B. P. (2021). Occurrence of emerging contaminants in highly anthropogenically influenced river Yamuna in India. Science of the Total Environment, 782, 146741.",False,"River Yamuna in Northern India, including its tributaries Hindon river and Hindon canal. Specific locations include Dakpatthar, Delhi (Nizamuddin bridge, Okhla barrage, D/S Shahadara drain & Yamuna Confluence), Mathura (U/S and D/S), Agra (U/S, near Taj Mahal, D/S), and Etawah (U/S and D/S).","Summer sampling was conducted in May, and post-monsoon sampling was conducted in September.",Seasonal,Summer | Post-monsoon,"CAS numbers and supplier information for the standards used in this study are provided in supplementary information (S-1). The method for solid phase extraction is detailed in supplementary information (S-5). The methods used for HPLC-MS and UPLC-QToF analysis, along with Method Detection Limits (MDL) and Method Quantification Limits (MQL), are given in supplementary information (S-6).",site,Y12,"Upstream of Etawah, a town of 257 thousand population.",,,Surface water,Grab sample,The last two sites were chosen upstream (Y-12) and downstream of Etawah (Y-13).,Page 3,,,,,,,,,
"Biswas, P., & Vellanki, B. P. (2021). Occurrence of emerging contaminants in highly anthropogenically influenced river Yamuna in India. Science of the Total Environment, 782, 146741.",False,"River Yamuna in Northern India, including its tributaries Hindon river and Hindon canal. Specific locations include Dakpatthar, Delhi (Nizamuddin bridge, Okhla barrage, D/S Shahadara drain & Yamuna Confluence), Mathura (U/S and D/S), Agra (U/S, near Taj Mahal, D/S), and Etawah (U/S and D/S).","Summer sampling was conducted in May, and post-monsoon sampling was conducted in September.",Seasonal,Summer | Post-monsoon,"CAS numbers and supplier information for the standards used in this study are provided in supplementary information (S-1). The method for solid phase extraction is detailed in supplementary information (S-5). The methods used for HPLC-MS and UPLC-QToF analysis, along with Method Detection Limits (MDL) and Method Quantification Limits (MQL), are given in supplementary information (S-6).",site,Y13,"Downstream of Etawah, close to the outfall of the Etawah STP (Waste Stabilization Pond).",,,Surface water,Grab sample,The last two sites were chosen upstream (Y-12) and downstream of Etawah (Y-13). The site Y-13 is close to the outfall of the Etawah STP.,Page 3,,,,,,,,,
"Biswas, P., & Vellanki, B. P. (2021). Occurrence of emerging contaminants in highly anthropogenically influenced river Yamuna in India. Science of the Total Environment, 782, 146741.",False,"River Yamuna in Northern India, including its tributaries Hindon river and Hindon canal. Specific locations include Dakpatthar, Delhi (Nizamuddin bridge, Okhla barrage, D/S Shahadara drain & Yamuna Confluence), Mathura (U/S and D/S), Agra (U/S, near Taj Mahal, D/S), and Etawah (U/S and D/S).","Summer sampling was conducted in May, and post-monsoon sampling was conducted in September.",Seasonal,Summer | Post-monsoon,"CAS numbers and supplier information for the standards used in this study are provided in supplementary information (S-1). The method for solid phase extraction is detailed in supplementary information (S-5). The methods used for HPLC-MS and UPLC-QToF analysis, along with Method Detection Limits (MDL) and Method Quantification Limits (MQL), are given in supplementary information (S-6).",site,Mathura_Inlet,"Inlet of Mathura Drinking Water Treatment Plant (DWTP), which is based on conventional water treatment technique.",,,Finished drinking water,Inlet sample,"For drinking water sampling, two DWTPS at Mathura and Agra were selected. Both the plants have inlets in Yamuna. Mathura DWTP is based on conventional water treatment technique...",Page 4,,,,,,,,,
"Biswas, P., & Vellanki, B. P. (2021). Occurrence of emerging contaminants in highly anthropogenically influenced river Yamuna in India. Science of the Total Environment, 782, 146741.",False,"River Yamuna in Northern India, including its tributaries Hindon river and Hindon canal. Specific locations include Dakpatthar, Delhi (Nizamuddin bridge, Okhla barrage, D/S Shahadara drain & Yamuna Confluence), Mathura (U/S and D/S), Agra (U/S, near Taj Mahal, D/S), and Etawah (U/S and D/S).","Summer sampling was conducted in May, and post-monsoon sampling was conducted in September.",Seasonal,Summer | Post-monsoon,"CAS numbers and supplier information for the standards used in this study are provided in supplementary information (S-1). The method for solid phase extraction is detailed in supplementary information (S-5). The methods used for HPLC-MS and UPLC-QToF analysis, along with Method Detection Limits (MDL) and Method Quantification Limits (MQL), are given in supplementary information (S-6).",site,Mathura_Outlet,Outlet of Mathura Drinking Water Treatment Plant (DWTP).,,,Finished drinking water,Outlet sample,Grab samples were collected from inlet and outlet of both Mathura and Agra DWTP.,Page 4,,,,,,,,,
"Biswas, P., & Vellanki, B. P. (2021). Occurrence of emerging contaminants in highly anthropogenically influenced river Yamuna in India. Science of the Total Environment, 782, 146741.",False,"River Yamuna in Northern India, including its tributaries Hindon river and Hindon canal. Specific locations include Dakpatthar, Delhi (Nizamuddin bridge, Okhla barrage, D/S Shahadara drain & Yamuna Confluence), Mathura (U/S and D/S), Agra (U/S, near Taj Mahal, D/S), and Etawah (U/S and D/S).","Summer sampling was conducted in May, and post-monsoon sampling was conducted in September.",Seasonal,Summer | Post-monsoon,"CAS numbers and supplier information for the standards used in this study are provided in supplementary information (S-1). The method for solid phase extraction is detailed in supplementary information (S-5). The methods used for HPLC-MS and UPLC-QToF analysis, along with Method Detection Limits (MDL) and Method Quantification Limits (MQL), are given in supplementary information (S-6).",site,Agra_Inlet,"Inlet of Agra Drinking Water Treatment Plant (DWTP), which is based on moving bed biofilm reactor (MBBR) method.",,,Finished drinking water,Inlet sample,"For drinking water sampling, two DWTPS at Mathura and Agra were selected. Both the plants have inlets in Yamuna... while Agra DWTP is based on moving bed biofilm reactor (MBBR) method.",Page 4,,,,,,,,,
"Biswas, P., & Vellanki, B. P. (2021). Occurrence of emerging contaminants in highly anthropogenically influenced river Yamuna in India. Science of the Total Environment, 782, 146741.",False,"River Yamuna in Northern India, including its tributaries Hindon river and Hindon canal. Specific locations include Dakpatthar, Delhi (Nizamuddin bridge, Okhla barrage, D/S Shahadara drain & Yamuna Confluence), Mathura (U/S and D/S), Agra (U/S, near Taj Mahal, D/S), and Etawah (U/S and D/S).","Summer sampling was conducted in May, and post-monsoon sampling was conducted in September.",Seasonal,Summer | Post-monsoon,"CAS numbers and supplier information for the standards used in this study are provided in supplementary information (S-1). The method for solid phase extraction is detailed in supplementary information (S-5). The methods used for HPLC-MS and UPLC-QToF analysis, along with Method Detection Limits (MDL) and Method Quantification Limits (MQL), are given in supplementary information (S-6).",site,Agra_Outlet,Outlet of Agra Drinking Water Treatment Plant (DWTP).,,,Finished drinking water,Outlet sample,Grab samples were collected from inlet and outlet of both Mathura and Agra DWTP.,Page 4,,,,,,,,,
"Biswas, P., & Vellanki, B. P. (2021). Occurrence of emerging contaminants in highly anthropogenically influenced river Yamuna in India. Science of the Total Environment, 782, 146741.",False,"River Yamuna in Northern India, including its tributaries Hindon river and Hindon canal. Specific locations include Dakpatthar, Delhi (Nizamuddin bridge, Okhla barrage, D/S Shahadara drain & Yamuna Confluence), Mathura (U/S and D/S), Agra (U/S, near Taj Mahal, D/S), and Etawah (U/S and D/S).","Summer sampling was conducted in May, and post-monsoon sampling was conducted in September.",Seasonal,Summer | Post-monsoon,"CAS numbers and supplier information for the standards used in this study are provided in supplementary information (S-1). The method for solid phase extraction is detailed in supplementary information (S-5). The methods used for HPLC-MS and UPLC-QToF analysis, along with Method Detection Limits (MDL) and Method Quantification Limits (MQL), are given in supplementary information (S-6).",parameter,,,,,,,,,P1,Caffeine,Caffeine,,Stimulant,ng/L,,,
"Biswas, P., & Vellanki, B. P. (2021). Occurrence of emerging contaminants in highly anthropogenically influenced river Yamuna in India. Science of the Total Environment, 782, 146741.",False,"River Yamuna in Northern India, including its tributaries Hindon river and Hindon canal. Specific locations include Dakpatthar, Delhi (Nizamuddin bridge, Okhla barrage, D/S Shahadara drain & Yamuna Confluence), Mathura (U/S and D/S), Agra (U/S, near Taj Mahal, D/S), and Etawah (U/S and D/S).","Summer sampling was conducted in May, and post-monsoon sampling was conducted in September.",Seasonal,Summer | Post-monsoon,"CAS numbers and supplier information for the standards used in this study are provided in supplementary information (S-1). The method for solid phase extraction is detailed in supplementary information (S-5). The methods used for HPLC-MS and UPLC-QToF analysis, along with Method Detection Limits (MDL) and Method Quantification Limits (MQL), are given in supplementary information (S-6).",parameter,,,,,,,,,P2,Trimethoprim,Trimethoprim,,Antibiotic,ng/L,,,
"Biswas, P., & Vellanki, B. P. (2021). Occurrence of emerging contaminants in highly anthropogenically influenced river Yamuna in India. Science of the Total Environment, 782, 146741.",False,"River Yamuna in Northern India, including its tributaries Hindon river and Hindon canal. Specific locations include Dakpatthar, Delhi (Nizamuddin bridge, Okhla barrage, D/S Shahadara drain & Yamuna Confluence), Mathura (U/S and D/S), Agra (U/S, near Taj Mahal, D/S), and Etawah (U/S and D/S).","Summer sampling was conducted in May, and post-monsoon sampling was conducted in September.",Seasonal,Summer | Post-monsoon,"CAS numbers and supplier information for the standards used in this study are provided in supplementary information (S-1). The method for solid phase extraction is detailed in supplementary information (S-5). The methods used for HPLC-MS and UPLC-QToF analysis, along with Method Detection Limits (MDL) and Method Quantification Limits (MQL), are given in supplementary information (S-6).",parameter,,,,,,,,,P3,Ciprofloxacin,Ciprofloxacin,,Antibiotic,ng/L,,,
"Biswas, P., & Vellanki, B. P. (2021). Occurrence of emerging contaminants in highly anthropogenically influenced river Yamuna in India. Science of the Total Environment, 782, 146741.",False,"River Yamuna in Northern India, including its tributaries Hindon river and Hindon canal. Specific locations include Dakpatthar, Delhi (Nizamuddin bridge, Okhla barrage, D/S Shahadara drain & Yamuna Confluence), Mathura (U/S and D/S), Agra (U/S, near Taj Mahal, D/S), and Etawah (U/S and D/S).","Summer sampling was conducted in May, and post-monsoon sampling was conducted in September.",Seasonal,Summer | Post-monsoon,"CAS numbers and supplier information for the standards used in this study are provided in supplementary information (S-1). The method for solid phase extraction is detailed in supplementary information (S-5). The methods used for HPLC-MS and UPLC-QToF analysis, along with Method Detection Limits (MDL) and Method Quantification Limits (MQL), are given in supplementary information (S-6).",parameter,,,,,,,,,P4,Sulfamethoxazole,Sulfamethoxazole,,Antibiotic,ng/L,,,
"Biswas, P., & Vellanki, B. P. (2021). Occurrence of emerging contaminants in highly anthropogenically influenced river Yamuna in India. Science of the Total Environment, 782, 146741.",False,"River Yamuna in Northern India, including its tributaries Hindon river and Hindon canal. Specific locations include Dakpatthar, Delhi (Nizamuddin bridge, Okhla barrage, D/S Shahadara drain & Yamuna Confluence), Mathura (U/S and D/S), Agra (U/S, near Taj Mahal, D/S), and Etawah (U/S and D/S).","Summer sampling was conducted in May, and post-monsoon sampling was conducted in September.",Seasonal,Summer | Post-monsoon,"CAS numbers and supplier information for the standards used in this study are provided in supplementary information (S-1). The method for solid phase extraction is detailed in supplementary information (S-5). The methods used for HPLC-MS and UPLC-QToF analysis, along with Method Detection Limits (MDL) and Method Quantification Limits (MQL), are given in supplementary information (S-6).",parameter,,,,,,,,,P5,Enrofloxacin,Enrofloxacin,,Antibiotic,ng/L,,,
"Biswas, P., & Vellanki, B. P. (2021). Occurrence of emerging contaminants in highly anthropogenically influenced river Yamuna in India. Science of the Total Environment, 782, 146741.",False,"River Yamuna in Northern India, including its tributaries Hindon river and Hindon canal. Specific locations include Dakpatthar, Delhi (Nizamuddin bridge, Okhla barrage, D/S Shahadara drain & Yamuna Confluence), Mathura (U/S and D/S), Agra (U/S, near Taj Mahal, D/S), and Etawah (U/S and D/S).","Summer sampling was conducted in May, and post-monsoon sampling was conducted in September.",Seasonal,Summer | Post-monsoon,"CAS numbers and supplier information for the standards used in this study are provided in supplementary information (S-1). The method for solid phase extraction is detailed in supplementary information (S-5). The methods used for HPLC-MS and UPLC-QToF analysis, along with Method Detection Limits (MDL) and Method Quantification Limits (MQL), are given in supplementary information (S-6).",parameter,,,,,,,,,P6,Testosterone,Testosterone,,Hormone,ng/L,,,
"Biswas, P., & Vellanki, B. P. (2021). Occurrence of emerging contaminants in highly anthropogenically influenced river Yamuna in India. Science of the Total Environment, 782, 146741.",False,"River Yamuna in Northern India, including its tributaries Hindon river and Hindon canal. Specific locations include Dakpatthar, Delhi (Nizamuddin bridge, Okhla barrage, D/S Shahadara drain & Yamuna Confluence), Mathura (U/S and D/S), Agra (U/S, near Taj Mahal, D/S), and Etawah (U/S and D/S).","Summer sampling was conducted in May, and post-monsoon sampling was conducted in September.",Seasonal,Summer | Post-monsoon,"CAS numbers and supplier information for the standards used in this study are provided in supplementary information (S-1). The method for solid phase extraction is detailed in supplementary information (S-5). The methods used for HPLC-MS and UPLC-QToF analysis, along with Method Detection Limits (MDL) and Method Quantification Limits (MQL), are given in supplementary information (S-6).",parameter,,,,,,,,,P7,Progesterone,Progesterone,,Hormone,ng/L,,,
"Biswas, P., & Vellanki, B. P. (2021). Occurrence of emerging contaminants in highly anthropogenically influenced river Yamuna in India. Science of the Total Environment, 782, 146741.",False,"River Yamuna in Northern India, including its tributaries Hindon river and Hindon canal. Specific locations include Dakpatthar, Delhi (Nizamuddin bridge, Okhla barrage, D/S Shahadara drain & Yamuna Confluence), Mathura (U/S and D/S), Agra (U/S, near Taj Mahal, D/S), and Etawah (U/S and D/S).","Summer sampling was conducted in May, and post-monsoon sampling was conducted in September.",Seasonal,Summer | Post-monsoon,"CAS numbers and supplier information for the standards used in this study are provided in supplementary information (S-1). The method for solid phase extraction is detailed in supplementary information (S-5). The methods used for HPLC-MS and UPLC-QToF analysis, along with Method Detection Limits (MDL) and Method Quantification Limits (MQL), are given in supplementary information (S-6).",parameter,,,,,,,,,P8,Estrone,Estrone,,Hormone,ng/L,,,
"Biswas, P., & Vellanki, B. P. (2021). Occurrence of emerging contaminants in highly anthropogenically influenced river Yamuna in India. Science of the Total Environment, 782, 146741.",False,"River Yamuna in Northern India, including its tributaries Hindon river and Hindon canal. Specific locations include Dakpatthar, Delhi (Nizamuddin bridge, Okhla barrage, D/S Shahadara drain & Yamuna Confluence), Mathura (U/S and D/S), Agra (U/S, near Taj Mahal, D/S), and Etawah (U/S and D/S).","Summer sampling was conducted in May, and post-monsoon sampling was conducted in September.",Seasonal,Summer | Post-monsoon,"CAS numbers and supplier information for the standards used in this study are provided in supplementary information (S-1). The method for solid phase extraction is detailed in supplementary information (S-5). The methods used for HPLC-MS and UPLC-QToF analysis, along with Method Detection Limits (MDL) and Method Quantification Limits (MQL), are given in supplementary information (S-6).",parameter,,,,,,,,,P9,Diclofenac,Diclofenac,,NSAID,ng/L,,,
"Biswas, P., & Vellanki, B. P. (2021). Occurrence of emerging contaminants in highly anthropogenically influenced river Yamuna in India. Science of the Total Environment, 782, 146741.",False,"River Yamuna in Northern India, including its tributaries Hindon river and Hindon canal. Specific locations include Dakpatthar, Delhi (Nizamuddin bridge, Okhla barrage, D/S Shahadara drain & Yamuna Confluence), Mathura (U/S and D/S), Agra (U/S, near Taj Mahal, D/S), and Etawah (U/S and D/S).","Summer sampling was conducted in May, and post-monsoon sampling was conducted in September.",Seasonal,Summer | Post-monsoon,"CAS numbers and supplier information for the standards used in this study are provided in supplementary information (S-1). The method for solid phase extraction is detailed in supplementary information (S-5). The methods used for HPLC-MS and UPLC-QToF analysis, along with Method Detection Limits (MDL) and Method Quantification Limits (MQL), are given in supplementary information (S-6).",parameter,,,,,,,,,P10,Naproxen,Naproxen,,NSAID,ng/L,,,
