Location,Sampling period,Parameter,Value,Unit,Statistic,Sample matrix,Source table,Notes
"Upstream, Wazirabad",August,NO3,3.69,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",August,TOC,1.44,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",August,TSS,33.64,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",August,pH,7.14,,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",August,Temp,30.57,°C,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",August,NH4,0.82,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",August,Turbidity,96.67,NTU,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",August,BOD,2.32,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",August,COD,8.15,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",September,DO,8.34,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",September,Conductivity,471.23,µS/cm,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",September,NO3,3.55,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",September,TOC,2.69,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",September,TSS,44.62,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",September,pH,7.36,,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",September,Temp,28.94,°C,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",September,NH4,0.09,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",September,Turbidity,733.88,NTU,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",September,BOD,3.19,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",September,COD,10.23,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",October,DO,7.91,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",October,Conductivity,380.33,µS/cm,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",October,NO3,2.98,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",October,TOC,2.56,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",October,TSS,29.99,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",October,pH,7.42,,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",October,Temp,26.82,°C,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",October,NH4,0.02,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",October,Turbidity,312.01,NTU,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",October,BOD,3.53,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",October,COD,23.9,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",November,DO,11.7,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",November,Conductivity,485.21,µS/cm,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",November,NO3,2.3,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",November,TOC,6.37,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",November,TSS,31.21,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",November,pH,7.52,,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",November,Temp,20.12,°C,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",November,NH4,0.19,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",November,Turbidity,219.49,NTU,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",November,BOD,3.58,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",November,COD,31.22,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",December,DO,12.84,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",December,Conductivity,817.54,µS/cm,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",December,NO3,2.13,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",December,TOC,10.22,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",December,TSS,32.73,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",December,pH,7.26,,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",December,Temp,16.25,°C,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",December,NH4,0.55,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",December,Turbidity,197.95,NTU,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",December,BOD,3.02,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",December,COD,41.08,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",January,DO,10.7,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",January,Conductivity,694.05,µS/cm,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",January,NO3,2.13,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",January,TOC,7.89,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",January,TSS,23.73,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",January,pH,7.22,,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",January,Temp,13.99,°C,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",January,NH4,0.65,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",January,Turbidity,142.4,NTU,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",January,BOD,2.48,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",January,COD,32.77,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",February,DO,11.87,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",February,Conductivity,558.2,µS/cm,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",February,NO3,1.84,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",February,TOC,6.49,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",February,TSS,21.61,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",February,pH,7.79,,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",February,Temp,17.4,°C,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",February,NH4,0.64,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",February,Turbidity,127.45,NTU,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",February,BOD,3.45,mg/L,Value,River water,Water Quality Timeseries,
"Upstream, Wazirabad",February,COD,26,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",March,DO,3.88,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",March,Conductivity,1575.1,µS/cm,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",March,NO3,1.07,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",March,TOC,47.49,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",March,TSS,63.3,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",March,pH,7.33,,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",March,Temp,23.37,°C,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",March,NH4,17.65,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",March,Turbidity,68.9,NTU,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",March,BOD,23.23,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",March,COD,93.02,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",April,DO,2.55,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",April,Conductivity,1406.6,µS/cm,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",April,NO3,1.5,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",April,TOC,47.5,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",April,TSS,43.87,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",April,pH,7.28,,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",April,Temp,23.56,°C,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",April,NH4,59.13,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",April,Turbidity,18.68,NTU,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",April,BOD,11.97,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",April,COD,76.23,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",May,DO,1.62,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",May,Conductivity,1494.7,µS/cm,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",May,NO3,1.24,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",May,TOC,76.8,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",May,TSS,147.5,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",May,pH,7.97,,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",May,Temp,27.92,°C,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",May,NH4,10.93,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",May,Turbidity,47.5,NTU,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",May,BOD,5.61,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",May,COD,143.44,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",June,DO,5.23,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",June,Conductivity,1251.6,µS/cm,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",June,NO3,0.79,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",June,TOC,34.87,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",June,TSS,30.68,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",June,pH,7.27,,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",June,Temp,30.06,°C,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",June,NH4,17.38,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",June,Turbidity,8.8,NTU,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",June,BOD,9.74,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",June,COD,51.13,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",July,DO,4.55,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",July,Conductivity,871.87,µS/cm,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",July,NO3,0.74,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",July,TOC,93.04,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",July,TSS,138.64,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",July,pH,7.47,,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",July,Temp,29.06,°C,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",July,NH4,10.84,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",July,Turbidity,39.9,NTU,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",July,BOD,16,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",July,COD,157.02,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",August,DO,4.76,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",August,Conductivity,912.19,µS/cm,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",August,NO3,0.68,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",August,TOC,89.72,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",August,TSS,128.83,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",August,pH,7,,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",August,Temp,30.4,°C,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",August,NH4,9.45,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",August,Turbidity,38.5,NTU,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",August,BOD,15.67,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",August,COD,157.02,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",September,DO,4.98,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",September,Conductivity,841.3,µS/cm,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",September,NO3,0.7,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",September,TOC,71.88,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",September,TSS,88.26,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",September,pH,7.01,,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",September,Temp,28.04,°C,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",September,NH4,10.97,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",September,Turbidity,39.74,NTU,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",September,BOD,21.09,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",September,COD,118.73,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",October,DO,3.15,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",October,Conductivity,826.19,µS/cm,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",October,NO3,1.24,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",October,TOC,58.69,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",October,TSS,77.69,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",October,pH,7.12,,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",October,Temp,27.5,°C,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",October,NH4,8.67,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",October,Turbidity,220.9,NTU,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",October,BOD,14.42,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",October,COD,110.35,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",November,DO,2.03,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",November,Conductivity,724.62,µS/cm,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",November,NO3,1.1,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",November,TOC,39.87,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",November,TSS,34.5,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",November,pH,6.16,,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",November,Temp,20.14,°C,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",November,NH4,11.05,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",November,Turbidity,18.9,NTU,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",November,BOD,12.75,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",November,COD,108.57,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",December,DO,2.34,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",December,Conductivity,606.8,µS/cm,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",December,NO3,1.5,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",December,TOC,61.69,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",December,TSS,75.8,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",December,pH,6.74,,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",December,Temp,16.86,°C,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",December,NH4,8.58,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",December,Turbidity,226.01,NTU,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",December,BOD,18.81,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",December,COD,133.46,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",January,DO,2.43,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",January,Conductivity,548.55,µS/cm,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",January,NO3,1.05,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",January,TOC,79.48,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",January,TSS,96.8,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",January,pH,6.09,,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",January,Temp,15.23,°C,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",January,NH4,8.39,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",January,Turbidity,239.85,NTU,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",January,BOD,25.98,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",January,COD,182.54,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",February,DO,3.27,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",February,Conductivity,646.79,µS/cm,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",February,NO3,0.87,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",February,TOC,74.29,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",February,TSS,110.3,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",February,pH,7.18,,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",February,Temp,17.96,°C,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",February,NH4,9.87,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",February,Turbidity,0.67,NTU,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",February,BOD,9.17,mg/L,Value,River water,Water Quality Timeseries,
"Downstream, Okhla",February,COD,100.56,mg/L,Value,River water,Water Quality Timeseries,
