Location,Sampling period,Parameter,Value,Unit,Statistic,Sample matrix,Source table,Notes
Delhi stretch,Pre monsoon to Monsoon,Paracetamol,24.0,%,Reduction range max,river water,Ground truth workbook: Pre monsoon to Monsoon,Original workbook label: Paracetamol (PCM). Original range: 2–24.
Delhi stretch,Pre monsoon to Monsoon,Paracetamol,2.0,%,Reduction range min,river water,Ground truth workbook: Pre monsoon to Monsoon,Original workbook label: Paracetamol (PCM). Original range: 2–24.
Delhi stretch,Pre monsoon to Monsoon,SIT,51.0,%,Reduction range max,river water,Ground truth workbook: Pre monsoon to Monsoon,Original workbook label: SIT. Original range: 20–51.
Delhi stretch,Pre monsoon to Monsoon,SIT,20.0,%,Reduction range min,river water,Ground truth workbook: Pre monsoon to Monsoon,Original workbook label: SIT. Original range: 20–51.
Delhi stretch,Pre monsoon to Monsoon,Sulfamethoxazole,29.0,%,Reduction range max,river water,Ground truth workbook: Pre monsoon to Monsoon,Original workbook label: Sulfamethoxazole (SMZ). Original range: 18–29.
Delhi stretch,Pre monsoon to Monsoon,Sulfamethoxazole,18.0,%,Reduction range min,river water,Ground truth workbook: Pre monsoon to Monsoon,Original workbook label: Sulfamethoxazole (SMZ). Original range: 18–29.
SP1,Monsoon to Post Monsoon,Ciprofloxacin,-36.0,%,Percentage change,river water,Ground truth workbook: Monsoon to Post Monsoon,Original workbook label: Ciprofloxacin (CIP/CIF).
SP1,Monsoon to Post Monsoon,Ibuprofen,-18.0,%,Percentage change,river water,Ground truth workbook: Monsoon to Post Monsoon,Original workbook label: Ibuprofen (IBF).
SP2,Monsoon to Post Monsoon,Sulfamethoxazole,-14.0,%,Percentage change,river water,Ground truth workbook: Monsoon to Post Monsoon,Original workbook label: Sulfamethoxazole (SMZ).
SP3,Monsoon to Post Monsoon,Paracetamol,-11.0,%,Percentage change,river water,Ground truth workbook: Monsoon to Post Monsoon,Original workbook label: Paracetamol (PCM).
SP4,Monsoon to Post Monsoon,Lorazepam,-7.0,%,Percentage change,river water,Ground truth workbook: Monsoon to Post Monsoon,Original workbook label: Lorazepam (LOR).
SP4,Monsoon to Post Monsoon,Paracetamol,-30.0,%,Percentage change,river water,Ground truth workbook: Monsoon to Post Monsoon,Original workbook label: Paracetamol (PCM).
