Sr No.,Location(actual name not some legend thing),Date,Month,Year,Season,Parameter,Actual Value,Mean,Std Dev,Unit,Source,Notes/Extraction Remark
23,Nizamuddin Midstream,,AUG,,,Dissolved oxygen,2.5,2.5,,mg/L,Fig. 3,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
24,Nizamuddin Midstream,,SEP,,,Dissolved oxygen,3.0,3.0,,mg/L,Fig. 3,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
25,Nizamuddin Midstream,,OCT,,,Dissolved oxygen,4.0,4.0,,mg/L,Fig. 3,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
26,Nizamuddin Midstream,,NOV,,,Dissolved oxygen,4.5,4.5,,mg/L,Fig. 3,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
27,Nizamuddin Quarter Stream,,DEC,,,Dissolved oxygen,5.0,5.0,,mg/L,Fig. 3,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
28,Nizamuddin Quarter Stream,,JAN,,,Dissolved oxygen,5.0,5.0,,mg/L,Fig. 3,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
29,Nizamuddin Quarter Stream,,FEB,,,Dissolved oxygen,5.0,5.0,,mg/L,Fig. 3,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
30,Nizamuddin Quarter Stream,,MAR,,,Dissolved oxygen,4.5,4.5,,mg/L,Fig. 3,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
31,Nizamuddin Quarter Stream,,APR,,,Dissolved oxygen,4.0,4.0,,mg/L,Fig. 3,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
32,Nizamuddin Quarter Stream,,MAY,,,Dissolved oxygen,3.5,3.5,,mg/L,Fig. 3,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
33,Nizamuddin Quarter Stream,,JUN,,,Dissolved oxygen,2.5,2.5,,mg/L,Fig. 3,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
34,Nizamuddin Quarter Stream,,JUL,,,Dissolved oxygen,2.0,2.0,,mg/L,Fig. 3,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
35,Nizamuddin Quarter Stream,,AUG,,,Dissolved oxygen,2.5,2.5,,mg/L,Fig. 3,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
36,Nizamuddin Quarter Stream,,SEP,,,Dissolved oxygen,3.0,3.0,,mg/L,Fig. 3,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
37,Nizamuddin Quarter Stream,,OCT,,,Dissolved oxygen,4.0,4.0,,mg/L,Fig. 3,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
38,Nizamuddin Quarter Stream,,NOV,,,Dissolved oxygen,4.5,4.5,,mg/L,Fig. 3,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
39,Agra Canal Midstream,,DEC,,,Dissolved oxygen,5.0,5.0,,mg/L,Fig. 3,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
40,Agra Canal Midstream,,JAN,,,Dissolved oxygen,5.0,5.0,,mg/L,Fig. 3,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
41,Agra Canal Midstream,,FEB,,,Dissolved oxygen,5.0,5.0,,mg/L,Fig. 3,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
42,Agra Canal Midstream,,MAR,,,Dissolved oxygen,4.5,4.5,,mg/L,Fig. 3,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
43,Agra Canal Midstream,,APR,,,Dissolved oxygen,4.0,4.0,,mg/L,Fig. 3,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
44,Agra Canal Midstream,,MAY,,,Dissolved oxygen,3.5,3.5,,mg/L,Fig. 3,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
45,Agra Canal Midstream,,JUN,,,Dissolved oxygen,2.5,2.5,,mg/L,Fig. 3,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
46,Agra Canal Midstream,,JUL,,,Dissolved oxygen,2.0,2.0,,mg/L,Fig. 3,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
47,Agra Canal Midstream,,AUG,,,Dissolved oxygen,2.5,2.5,,mg/L,Fig. 3,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
48,Agra Canal Midstream,,SEP,,,Dissolved oxygen,3.0,3.0,,mg/L,Fig. 3,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
49,Agra Canal Midstream,,OCT,,,Dissolved oxygen,4.0,4.0,,mg/L,Fig. 3,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
50,Agra Canal Midstream,,NOV,,,Dissolved oxygen,4.5,4.5,,mg/L,Fig. 3,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
51,Agra Canal Quarter Stream,,DEC,,,Dissolved oxygen,5.0,5.0,,mg/L,Fig. 3,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
52,Agra Canal Quarter Stream,,JAN,,,Dissolved oxygen,5.0,5.0,,mg/L,Fig. 3,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
53,Agra Canal Quarter Stream,,FEB,,,Dissolved oxygen,5.0,5.0,,mg/L,Fig. 3,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
54,Agra Canal Quarter Stream,,MAR,,,Dissolved oxygen,4.5,4.5,,mg/L,Fig. 3,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
55,Agra Canal Quarter Stream,,APR,,,Dissolved oxygen,4.0,4.0,,mg/L,Fig. 3,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
56,Agra Canal Quarter Stream,,MAY,,,Dissolved oxygen,3.5,3.5,,mg/L,Fig. 3,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
57,Agra Canal Quarter Stream,,JUN,,,Dissolved oxygen,2.5,2.5,,mg/L,Fig. 3,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
58,Agra Canal Quarter Stream,,JUL,,,Dissolved oxygen,2.0,2.0,,mg/L,Fig. 3,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
59,Agra Canal Quarter Stream,,AUG,,,Dissolved oxygen,2.5,2.5,,mg/L,Fig. 3,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
60,Agra Canal Quarter Stream,,SEP,,,Dissolved oxygen,3.0,3.0,,mg/L,Fig. 3,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
61,Agra Canal Quarter Stream,,OCT,,,Dissolved oxygen,4.0,4.0,,mg/L,Fig. 3,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
62,Agra Canal Quarter Stream,,NOV,,,Dissolved oxygen,4.5,4.5,,mg/L,Fig. 3,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
63,Palla,,DEC,,,Biochemical oxygen demand,2.5,2.5,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
64,Palla,,JAN,,,Biochemical oxygen demand,2.5,2.5,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
65,Palla,,FEB,,,Biochemical oxygen demand,2.5,2.5,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
66,Palla,,MAR,,,Biochemical oxygen demand,2.5,2.5,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
67,Palla,,APR,,,Biochemical oxygen demand,2.5,2.5,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
68,Palla,,MAY,,,Biochemical oxygen demand,2.5,2.5,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
69,Palla,,JUN,,,Biochemical oxygen demand,2.5,2.5,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
70,Palla,,JUL,,,Biochemical oxygen demand,2.5,2.5,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
71,Palla,,AUG,,,Biochemical oxygen demand,2.5,2.5,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
72,Palla,,SEP,,,Biochemical oxygen demand,2.5,2.5,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
73,Palla,,OCT,,,Biochemical oxygen demand,2.5,2.5,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
74,Palla,,NOV,,,Biochemical oxygen demand,2.5,2.5,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
75,Nizamuddin Midstream,,DEC,,,Biochemical oxygen demand,28,28.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
76,Nizamuddin Midstream,,JAN,,,Biochemical oxygen demand,30,30.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
77,Nizamuddin Midstream,,FEB,,,Biochemical oxygen demand,27,27.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
78,Nizamuddin Midstream,,MAR,,,Biochemical oxygen demand,24,24.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
79,Nizamuddin Midstream,,APR,,,Biochemical oxygen demand,25,25.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
80,Nizamuddin Midstream,,MAY,,,Biochemical oxygen demand,26,26.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
81,Nizamuddin Midstream,,JUN,,,Biochemical oxygen demand,27,27.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
82,Nizamuddin Midstream,,JUL,,,Biochemical oxygen demand,15,15.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
83,Nizamuddin Midstream,,AUG,,,Biochemical oxygen demand,10,10.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
84,Nizamuddin Midstream,,SEP,,,Biochemical oxygen demand,25,25.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
85,Nizamuddin Midstream,,OCT,,,Biochemical oxygen demand,28,28.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
86,Nizamuddin Midstream,,NOV,,,Biochemical oxygen demand,25,25.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
87,Nizamuddin Quarter Stream,,DEC,,,Biochemical oxygen demand,26,26.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
88,Nizamuddin Quarter Stream,,JAN,,,Biochemical oxygen demand,28,28.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
89,Nizamuddin Quarter Stream,,FEB,,,Biochemical oxygen demand,25,25.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
90,Nizamuddin Quarter Stream,,MAR,,,Biochemical oxygen demand,22,22.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
91,Nizamuddin Quarter Stream,,APR,,,Biochemical oxygen demand,23,23.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
92,Nizamuddin Quarter Stream,,MAY,,,Biochemical oxygen demand,24,24.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
93,Nizamuddin Quarter Stream,,JUN,,,Biochemical oxygen demand,25,25.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
94,Nizamuddin Quarter Stream,,JUL,,,Biochemical oxygen demand,13,13.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
95,Nizamuddin Quarter Stream,,AUG,,,Biochemical oxygen demand,8,8.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
96,Nizamuddin Quarter Stream,,SEP,,,Biochemical oxygen demand,22,22.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
97,Nizamuddin Quarter Stream,,OCT,,,Biochemical oxygen demand,26,26.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
98,Nizamuddin Quarter Stream,,NOV,,,Biochemical oxygen demand,23,23.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
99,Agra Canal Midstream,,DEC,,,Biochemical oxygen demand,18,18.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
100,Agra Canal Midstream,,JAN,,,Biochemical oxygen demand,20,20.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
101,Agra Canal Midstream,,FEB,,,Biochemical oxygen demand,15,15.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
102,Agra Canal Midstream,,MAR,,,Biochemical oxygen demand,18,18.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
103,Agra Canal Midstream,,APR,,,Biochemical oxygen demand,16,16.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
104,Agra Canal Midstream,,MAY,,,Biochemical oxygen demand,15,15.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
105,Agra Canal Midstream,,JUN,,,Biochemical oxygen demand,12,12.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
106,Agra Canal Midstream,,JUL,,,Biochemical oxygen demand,5,5.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
107,Agra Canal Midstream,,AUG,,,Biochemical oxygen demand,7,7.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
108,Agra Canal Midstream,,SEP,,,Biochemical oxygen demand,15,15.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
109,Agra Canal Midstream,,OCT,,,Biochemical oxygen demand,18,18.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
110,Agra Canal Midstream,,NOV,,,Biochemical oxygen demand,15,15.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
111,Agra Canal Quarter Stream,,DEC,,,Biochemical oxygen demand,15,15.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
112,Agra Canal Quarter Stream,,JAN,,,Biochemical oxygen demand,17,17.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
113,Agra Canal Quarter Stream,,FEB,,,Biochemical oxygen demand,12,12.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
114,Agra Canal Quarter Stream,,MAR,,,Biochemical oxygen demand,15,15.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
115,Agra Canal Quarter Stream,,APR,,,Biochemical oxygen demand,13,13.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
116,Agra Canal Quarter Stream,,MAY,,,Biochemical oxygen demand,12,12.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
117,Agra Canal Quarter Stream,,JUN,,,Biochemical oxygen demand,9,9.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
118,Agra Canal Quarter Stream,,JUL,,,Biochemical oxygen demand,3,3.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
119,Agra Canal Quarter Stream,,AUG,,,Biochemical oxygen demand,5,5.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
120,Agra Canal Quarter Stream,,SEP,,,Biochemical oxygen demand,12,12.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
121,Agra Canal Quarter Stream,,OCT,,,Biochemical oxygen demand,15,15.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
122,Agra Canal Quarter Stream,,NOV,,,Biochemical oxygen demand,12,12.0,,mg/L,Fig. 4,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
123,Palla,,DEC,,,Chemical oxygen demand,10,10.0,,mg/L,Fig. 5,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
124,Palla,,JAN,,,Chemical oxygen demand,10,10.0,,mg/L,Fig. 5,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
125,Palla,,FEB,,,Chemical oxygen demand,10,10.0,,mg/L,Fig. 5,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
126,Palla,,MAR,,,Chemical oxygen demand,10,10.0,,mg/L,Fig. 5,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
127,Palla,,APR,,,Chemical oxygen demand,10,10.0,,mg/L,Fig. 5,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
128,Palla,,MAY,,,Chemical oxygen demand,10,10.0,,mg/L,Fig. 5,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
129,Palla,,JUN,,,Chemical oxygen demand,10,10.0,,mg/L,Fig. 5,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
130,Palla,,JUL,,,Chemical oxygen demand,10,10.0,,mg/L,Fig. 5,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
131,Palla,,AUG,,,Chemical oxygen demand,10,10.0,,mg/L,Fig. 5,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
132,Palla,,SEP,,,Chemical oxygen demand,10,10.0,,mg/L,Fig. 5,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
133,Palla,,OCT,,,Chemical oxygen demand,10,10.0,,mg/L,Fig. 5,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
134,Palla,,NOV,,,Chemical oxygen demand,10,10.0,,mg/L,Fig. 5,"Average monthly value over 2000-2005, estimated from figure | issues: None: Recovered completed measurement records from a model response that ended with invalid JSON."
