paper_overview.citation,paper_overview.is_review_paper,paper_overview.study_region,temporal_coverage.sampling_dates,temporal_coverage.granularity,temporal_coverage.time_periods,extraction_notes,row_type,site.id,site.description,site.latitude,site.longitude,site.matrix,site.sample_type,site.source_quote,site.source_location,parameter.id,parameter.name,parameter.name_as_reported,parameter.cas_number,parameter.category,parameter.unit_as_reported,data_source.location,data_source.description,data_source.page
"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",True,"Yamuna River, India, from Yamunotri to Prayagraj, covering Uttarakhand, Himachal Pradesh, Haryana, Delhi, Uttar Pradesh, Rajasthan, and Madhya Pradesh.",Locations monitored on yearly basis.,yearly,2020 | 2021,"The paper is a review article that synthesizes data from various sources, primarily focusing on the Yamuna River in India. The main quantitative data for sites and parameters was extracted from Table 7, which cites CPCB 2020 and CPCB 2021. The footnote for Table 7 indicates that locations were monitored on a yearly basis. 'BDL' (Below Detection Limit) for DO is specified as 3.0 mg/L in the footnote. Latitude and longitude were not explicitly provided for the sites in Table 7. Matrix for all sites is 'river water' and sample type is 'surface water' based on the context of the paper. Parameter categories were inferred based on common water quality classifications.",site,S11,"Magalaura, Haryana",,,river water,surface water,"S. no: 3, State: Haryana, Location: Magalaura","Table 7, page 14",,,,,,,,,
"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",True,"Yamuna River, India, from Yamunotri to Prayagraj, covering Uttarakhand, Himachal Pradesh, Haryana, Delhi, Uttar Pradesh, Rajasthan, and Madhya Pradesh.",Locations monitored on yearly basis.,yearly,2020 | 2021,"The paper is a review article that synthesizes data from various sources, primarily focusing on the Yamuna River in India. The main quantitative data for sites and parameters was extracted from Table 7, which cites CPCB 2020 and CPCB 2021. The footnote for Table 7 indicates that locations were monitored on a yearly basis. 'BDL' (Below Detection Limit) for DO is specified as 3.0 mg/L in the footnote. Latitude and longitude were not explicitly provided for the sites in Table 7. Matrix for all sites is 'river water' and sample type is 'surface water' based on the context of the paper. Parameter categories were inferred based on common water quality classifications.",site,S12,"Khojkipur, Panipat, Haryana",,,river water,surface water,"S. no: 3, State: Haryana, Location: Khojkipur, Panipat","Table 7, page 14",,,,,,,,,
"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",True,"Yamuna River, India, from Yamunotri to Prayagraj, covering Uttarakhand, Himachal Pradesh, Haryana, Delhi, Uttar Pradesh, Rajasthan, and Madhya Pradesh.",Locations monitored on yearly basis.,yearly,2020 | 2021,"The paper is a review article that synthesizes data from various sources, primarily focusing on the Yamuna River in India. The main quantitative data for sites and parameters was extracted from Table 7, which cites CPCB 2020 and CPCB 2021. The footnote for Table 7 indicates that locations were monitored on a yearly basis. 'BDL' (Below Detection Limit) for DO is specified as 3.0 mg/L in the footnote. Latitude and longitude were not explicitly provided for the sites in Table 7. Matrix for all sites is 'river water' and sample type is 'surface water' based on the context of the paper. Parameter categories were inferred based on common water quality classifications.",site,S13,"Sonepat, Haryana",,,river water,surface water,"S. no: 3, State: Haryana, Location: Sonepat","Table 7, page 14",,,,,,,,,
"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",True,"Yamuna River, India, from Yamunotri to Prayagraj, covering Uttarakhand, Himachal Pradesh, Haryana, Delhi, Uttar Pradesh, Rajasthan, and Madhya Pradesh.",Locations monitored on yearly basis.,yearly,2020 | 2021,"The paper is a review article that synthesizes data from various sources, primarily focusing on the Yamuna River in India. The main quantitative data for sites and parameters was extracted from Table 7, which cites CPCB 2020 and CPCB 2021. The footnote for Table 7 indicates that locations were monitored on a yearly basis. 'BDL' (Below Detection Limit) for DO is specified as 3.0 mg/L in the footnote. Latitude and longitude were not explicitly provided for the sites in Table 7. Matrix for all sites is 'river water' and sample type is 'surface water' based on the context of the paper. Parameter categories were inferred based on common water quality classifications.",site,S14,"Palla, Delhi",,,river water,surface water,"S. no: 4, State: Delhi, Location: Palla","Table 7, page 14",,,,,,,,,
"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",True,"Yamuna River, India, from Yamunotri to Prayagraj, covering Uttarakhand, Himachal Pradesh, Haryana, Delhi, Uttar Pradesh, Rajasthan, and Madhya Pradesh.",Locations monitored on yearly basis.,yearly,2020 | 2021,"The paper is a review article that synthesizes data from various sources, primarily focusing on the Yamuna River in India. The main quantitative data for sites and parameters was extracted from Table 7, which cites CPCB 2020 and CPCB 2021. The footnote for Table 7 indicates that locations were monitored on a yearly basis. 'BDL' (Below Detection Limit) for DO is specified as 3.0 mg/L in the footnote. Latitude and longitude were not explicitly provided for the sites in Table 7. Matrix for all sites is 'river water' and sample type is 'surface water' based on the context of the paper. Parameter categories were inferred based on common water quality classifications.",site,S15,"Nizamuddin, Delhi",,,river water,surface water,"S. no: 4, State: Delhi, Location: Nizamuddin","Table 7, page 14",,,,,,,,,
"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",True,"Yamuna River, India, from Yamunotri to Prayagraj, covering Uttarakhand, Himachal Pradesh, Haryana, Delhi, Uttar Pradesh, Rajasthan, and Madhya Pradesh.",Locations monitored on yearly basis.,yearly,2020 | 2021,"The paper is a review article that synthesizes data from various sources, primarily focusing on the Yamuna River in India. The main quantitative data for sites and parameters was extracted from Table 7, which cites CPCB 2020 and CPCB 2021. The footnote for Table 7 indicates that locations were monitored on a yearly basis. 'BDL' (Below Detection Limit) for DO is specified as 3.0 mg/L in the footnote. Latitude and longitude were not explicitly provided for the sites in Table 7. Matrix for all sites is 'river water' and sample type is 'surface water' based on the context of the paper. Parameter categories were inferred based on common water quality classifications.",site,S16,"Okhla Bridge (Inlet of Agra Canal), Delhi",,,river water,surface water,"S. no: 4, State: Delhi, Location: Okhla Bridge (Inlet of Agra Canal)","Table 7, page 14",,,,,,,,,
"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",True,"Yamuna River, India, from Yamunotri to Prayagraj, covering Uttarakhand, Himachal Pradesh, Haryana, Delhi, Uttar Pradesh, Rajasthan, and Madhya Pradesh.",Locations monitored on yearly basis.,yearly,2020 | 2021,"The paper is a review article that synthesizes data from various sources, primarily focusing on the Yamuna River in India. The main quantitative data for sites and parameters was extracted from Table 7, which cites CPCB 2020 and CPCB 2021. The footnote for Table 7 indicates that locations were monitored on a yearly basis. 'BDL' (Below Detection Limit) for DO is specified as 3.0 mg/L in the footnote. Latitude and longitude were not explicitly provided for the sites in Table 7. Matrix for all sites is 'river water' and sample type is 'surface water' based on the context of the paper. Parameter categories were inferred based on common water quality classifications.",site,S17,"Okhla After Meeting of Shahdara Drain, Delhi",,,river water,surface water,"S. no: 4, State: Delhi, Location: Okhla After Meeting of Shahdara Drain","Table 7, page 14",,,,,,,,,
"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",True,"Yamuna River, India, from Yamunotri to Prayagraj, covering Uttarakhand, Himachal Pradesh, Haryana, Delhi, Uttar Pradesh, Rajasthan, and Madhya Pradesh.",Locations monitored on yearly basis.,yearly,2020 | 2021,"The paper is a review article that synthesizes data from various sources, primarily focusing on the Yamuna River in India. The main quantitative data for sites and parameters was extracted from Table 7, which cites CPCB 2020 and CPCB 2021. The footnote for Table 7 indicates that locations were monitored on a yearly basis. 'BDL' (Below Detection Limit) for DO is specified as 3.0 mg/L in the footnote. Latitude and longitude were not explicitly provided for the sites in Table 7. Matrix for all sites is 'river water' and sample type is 'surface water' based on the context of the paper. Parameter categories were inferred based on common water quality classifications.",site,S18,"Agra Canal at Madanpur Khadar, Delhi",,,river water,surface water,"S. no: 4, State: Delhi, Location: Agra Canal at Madanpur Khadar","Table 7, page 14",,,,,,,,,
"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",True,"Yamuna River, India, from Yamunotri to Prayagraj, covering Uttarakhand, Himachal Pradesh, Haryana, Delhi, Uttar Pradesh, Rajasthan, and Madhya Pradesh.",Locations monitored on yearly basis.,yearly,2020 | 2021,"The paper is a review article that synthesizes data from various sources, primarily focusing on the Yamuna River in India. The main quantitative data for sites and parameters was extracted from Table 7, which cites CPCB 2020 and CPCB 2021. The footnote for Table 7 indicates that locations were monitored on a yearly basis. 'BDL' (Below Detection Limit) for DO is specified as 3.0 mg/L in the footnote. Latitude and longitude were not explicitly provided for the sites in Table 7. Matrix for all sites is 'river water' and sample type is 'surface water' based on the context of the paper. Parameter categories were inferred based on common water quality classifications.",site,S19,"Mazawali, Uttar Pradesh",,,river water,surface water,"S. no: 5, State: UP, Location: Mazawali","Table 7, page 14",,,,,,,,,
"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",True,"Yamuna River, India, from Yamunotri to Prayagraj, covering Uttarakhand, Himachal Pradesh, Haryana, Delhi, Uttar Pradesh, Rajasthan, and Madhya Pradesh.",Locations monitored on yearly basis.,yearly,2020 | 2021,"The paper is a review article that synthesizes data from various sources, primarily focusing on the Yamuna River in India. The main quantitative data for sites and parameters was extracted from Table 7, which cites CPCB 2020 and CPCB 2021. The footnote for Table 7 indicates that locations were monitored on a yearly basis. 'BDL' (Below Detection Limit) for DO is specified as 3.0 mg/L in the footnote. Latitude and longitude were not explicitly provided for the sites in Table 7. Matrix for all sites is 'river water' and sample type is 'surface water' based on the context of the paper. Parameter categories were inferred based on common water quality classifications.",site,S20,"Shahpur, Uttar Pradesh",,,river water,surface water,"S. no: 5, State: UP, Location: Shahpur","Table 7, page 14",,,,,,,,,
"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",True,"Yamuna River, India, from Yamunotri to Prayagraj, covering Uttarakhand, Himachal Pradesh, Haryana, Delhi, Uttar Pradesh, Rajasthan, and Madhya Pradesh.",Locations monitored on yearly basis.,yearly,2020 | 2021,"The paper is a review article that synthesizes data from various sources, primarily focusing on the Yamuna River in India. The main quantitative data for sites and parameters was extracted from Table 7, which cites CPCB 2020 and CPCB 2021. The footnote for Table 7 indicates that locations were monitored on a yearly basis. 'BDL' (Below Detection Limit) for DO is specified as 3.0 mg/L in the footnote. Latitude and longitude were not explicitly provided for the sites in Table 7. Matrix for all sites is 'river water' and sample type is 'surface water' based on the context of the paper. Parameter categories were inferred based on common water quality classifications.",site,S21,"Kesighat, Vrindavan, Uttar Pradesh",,,river water,surface water,"S. no: 5, State: UP, Location: Kesighat, Vrindavan","Table 7, page 14",,,,,,,,,
"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",True,"Yamuna River, India, from Yamunotri to Prayagraj, covering Uttarakhand, Himachal Pradesh, Haryana, Delhi, Uttar Pradesh, Rajasthan, and Madhya Pradesh.",Locations monitored on yearly basis.,yearly,2020 | 2021,"The paper is a review article that synthesizes data from various sources, primarily focusing on the Yamuna River in India. The main quantitative data for sites and parameters was extracted from Table 7, which cites CPCB 2020 and CPCB 2021. The footnote for Table 7 indicates that locations were monitored on a yearly basis. 'BDL' (Below Detection Limit) for DO is specified as 3.0 mg/L in the footnote. Latitude and longitude were not explicitly provided for the sites in Table 7. Matrix for all sites is 'river water' and sample type is 'surface water' based on the context of the paper. Parameter categories were inferred based on common water quality classifications.",site,S22,"Mathura U/S, Uttar Pradesh",,,river water,surface water,"S. no: 5, State: UP, Location: Mathura U/S","Table 7, page 14",,,,,,,,,
"Madhuben Sharma, Sameeksha Rawat, Dheeraj Kumar, Amit Awasthi, Abhijit Sarkar, Atul Sidola, Tanupriya Choudhury, Ketan Kotecha. The state of the Yamuna River: a detailed review of water quality assessment across the entire course in India. Applied Water Science (2024) 14:175. https://doi.org/10.1007/s13201-024-02227-x",True,"Yamuna River, India, from Yamunotri to Prayagraj, covering Uttarakhand, Himachal Pradesh, Haryana, Delhi, Uttar Pradesh, Rajasthan, and Madhya Pradesh.",Locations monitored on yearly basis.,yearly,2020 | 2021,"The paper is a review article that synthesizes data from various sources, primarily focusing on the Yamuna River in India. The main quantitative data for sites and parameters was extracted from Table 7, which cites CPCB 2020 and CPCB 2021. The footnote for Table 7 indicates that locations were monitored on a yearly basis. 'BDL' (Below Detection Limit) for DO is specified as 3.0 mg/L in the footnote. Latitude and longitude were not explicitly provided for the sites in Table 7. Matrix for all sites is 'river water' and sample type is 'surface water' based on the context of the paper. Parameter categories were inferred based on common water quality classifications.",site,S23,"Vishramghat, Mathura, Uttar Pradesh",,,river water,surface water,"S. no: 5, State: UP, Location: Vishramghat, Mathura","Table 7, page 14",,,,,,,,,
