Sr No.,Location,Date,Month,Year,Season,Parameter,Actual Value,Mean,Std Dev,Unit,Source,Notes/Extraction Remark
17,Agra Canal Midstream,,Dec,,,COD (chemical oxygen demand),47.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
18,Agra Canal Midstream,,Dec,,,DO (dissolved oxygen),0.5,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
19,Agra Canal Midstream,,Dec,,,TKN (total Kjeldahl nitrogen),12.2,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
20,Agra Canal Midstream,,Dec,,,fecal coliform,1500000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
21,Agra Canal Midstream,,Dec,,,total coliform,1000000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
22,Agra Canal Midstream,,Feb,,,AMM (ammonia),10.1,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
23,Agra Canal Midstream,,Feb,,,BOD (biochemical oxygen demand),13.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
24,Agra Canal Midstream,,Feb,,,COD (chemical oxygen demand),49.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
25,Agra Canal Midstream,,Feb,,,DO (dissolved oxygen),0.1,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
26,Agra Canal Midstream,,Feb,,,TKN (total Kjeldahl nitrogen),14.3,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
27,Agra Canal Midstream,,Feb,,,fecal coliform,1200000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
28,Agra Canal Midstream,,Feb,,,total coliform,1300000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
29,Agra Canal Midstream,,Jan,,,AMM (ammonia),11.6,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
30,Agra Canal Midstream,,Jan,,,BOD (biochemical oxygen demand),19.2,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
31,Agra Canal Midstream,,Jan,,,COD (chemical oxygen demand),67.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
32,Agra Canal Midstream,,Jan,,,DO (dissolved oxygen),0.2,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
33,Agra Canal Midstream,,Jan,,,TKN (total Kjeldahl nitrogen),17.9,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
34,Agra Canal Midstream,,Jan,,,fecal coliform,1800000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
35,Agra Canal Midstream,,Jan,,,total coliform,1200000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
36,Agra Canal Midstream,,Jul,,,AMM (ammonia),5.6,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
37,Agra Canal Midstream,,Jul,,,BOD (biochemical oxygen demand),6.6,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
38,Agra Canal Midstream,,Jul,,,COD (chemical oxygen demand),28.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
39,Agra Canal Midstream,,Jul,,,DO (dissolved oxygen),1.4,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
40,Agra Canal Midstream,,Jul,,,TKN (total Kjeldahl nitrogen),10.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
41,Agra Canal Midstream,,Jul,,,fecal coliform,500000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
42,Agra Canal Midstream,,Jul,,,total coliform,150000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
43,Agra Canal Midstream,,Jun,,,AMM (ammonia),8.7,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
44,Agra Canal Midstream,,Jun,,,BOD (biochemical oxygen demand),14.3,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
45,Agra Canal Midstream,,Jun,,,COD (chemical oxygen demand),50.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
46,Agra Canal Midstream,,Jun,,,DO (dissolved oxygen),0.8,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
47,Agra Canal Midstream,,Jun,,,TKN (total Kjeldahl nitrogen),14.2,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
48,Agra Canal Midstream,,Jun,,,fecal coliform,11000000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
49,Agra Canal Midstream,,Jun,,,total coliform,1800000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
50,Agra Canal Midstream,,Mar,,,AMM (ammonia),12.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
51,Agra Canal Midstream,,Mar,,,BOD (biochemical oxygen demand),16.7,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
52,Agra Canal Midstream,,Mar,,,COD (chemical oxygen demand),62.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
53,Agra Canal Midstream,,Mar,,,DO (dissolved oxygen),0.2,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
54,Agra Canal Midstream,,Mar,,,TKN (total Kjeldahl nitrogen),15.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
55,Agra Canal Midstream,,Mar,,,fecal coliform,3500000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
56,Agra Canal Midstream,,Mar,,,total coliform,1400000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
57,Agra Canal Midstream,,May,,,AMM (ammonia),15.5,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
58,Agra Canal Midstream,,May,,,BOD (biochemical oxygen demand),15.6,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
59,Agra Canal Midstream,,May,,,COD (chemical oxygen demand),67.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
60,Agra Canal Midstream,,May,,,DO (dissolved oxygen),0.3,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
61,Agra Canal Midstream,,May,,,TKN (total Kjeldahl nitrogen),22.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
62,Agra Canal Midstream,,May,,,fecal coliform,17000000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
63,Agra Canal Midstream,,May,,,total coliform,4500000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
64,Agra Canal Midstream,,Nov,,,AMM (ammonia),7.5,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
65,Agra Canal Midstream,,Nov,,,BOD (biochemical oxygen demand),14.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
66,Agra Canal Midstream,,Nov,,,COD (chemical oxygen demand),48.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
67,Agra Canal Midstream,,Nov,,,DO (dissolved oxygen),0.3,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
68,Agra Canal Midstream,,Nov,,,TKN (total Kjeldahl nitrogen),13.5,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
69,Agra Canal Midstream,,Nov,,,fecal coliform,1500000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
70,Agra Canal Midstream,,Nov,,,total coliform,3200000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
71,Agra Canal Midstream,,Oct,,,AMM (ammonia),8.9,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
72,Agra Canal Midstream,,Oct,,,BOD (biochemical oxygen demand),14.2,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
73,Agra Canal Midstream,,Oct,,,COD (chemical oxygen demand),49.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
74,Agra Canal Midstream,,Oct,,,DO (dissolved oxygen),1.8,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
75,Agra Canal Midstream,,Oct,,,TKN (total Kjeldahl nitrogen),12.8,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
76,Agra Canal Midstream,,Oct,,,fecal coliform,600000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
77,Agra Canal Midstream,,Oct,,,total coliform,350000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
78,Agra Canal Midstream,,Sep,,,AMM (ammonia),5.8,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
79,Agra Canal Midstream,,Sep,,,BOD (biochemical oxygen demand),9.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
80,Agra Canal Midstream,,Sep,,,COD (chemical oxygen demand),32.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
81,Agra Canal Midstream,,Sep,,,DO (dissolved oxygen),2.2,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
82,Agra Canal Midstream,,Sep,,,TKN (total Kjeldahl nitrogen),9.5,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
83,Agra Canal Midstream,,Sep,,,fecal coliform,700000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
84,Agra Canal Midstream,,Sep,,,total coliform,200000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
85,Agra Canal Quarter Stream,,Apr,,,AMM (ammonia),15.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
86,Agra Canal Quarter Stream,,Apr,,,BOD (biochemical oxygen demand),17.8,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
87,Agra Canal Quarter Stream,,Apr,,,COD (chemical oxygen demand),63.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
88,Agra Canal Quarter Stream,,Apr,,,DO (dissolved oxygen),0.5,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
89,Agra Canal Quarter Stream,,Apr,,,TKN (total Kjeldahl nitrogen),21.5,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
90,Agra Canal Quarter Stream,,Apr,,,fecal coliform,1200000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
91,Agra Canal Quarter Stream,,Apr,,,total coliform,600000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
92,Agra Canal Quarter Stream,,Aug,,,AMM (ammonia),4.5,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
93,Agra Canal Quarter Stream,,Aug,,,BOD (biochemical oxygen demand),6.4,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
94,Agra Canal Quarter Stream,,Aug,,,COD (chemical oxygen demand),27.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
95,Agra Canal Quarter Stream,,Aug,,,DO (dissolved oxygen),2.3,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
96,Agra Canal Quarter Stream,,Aug,,,TKN (total Kjeldahl nitrogen),8.7,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
97,Agra Canal Quarter Stream,,Aug,,,fecal coliform,900000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
98,Agra Canal Quarter Stream,,Aug,,,total coliform,300000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
99,Agra Canal Quarter Stream,,Dec,,,AMM (ammonia),10.7,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
100,Agra Canal Quarter Stream,,Dec,,,BOD (biochemical oxygen demand),13.8,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
101,Agra Canal Quarter Stream,,Dec,,,COD (chemical oxygen demand),51.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
102,Agra Canal Quarter Stream,,Dec,,,DO (dissolved oxygen),0.5,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
103,Agra Canal Quarter Stream,,Dec,,,TKN (total Kjeldahl nitrogen),12.5,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
104,Agra Canal Quarter Stream,,Dec,,,fecal coliform,800000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
105,Agra Canal Quarter Stream,,Dec,,,total coliform,1200000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
106,Agra Canal Quarter Stream,,Feb,,,AMM (ammonia),10.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
107,Agra Canal Quarter Stream,,Feb,,,BOD (biochemical oxygen demand),14.8,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
108,Agra Canal Quarter Stream,,Feb,,,COD (chemical oxygen demand),57.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
109,Agra Canal Quarter Stream,,Feb,,,DO (dissolved oxygen),0.1,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
110,Agra Canal Quarter Stream,,Feb,,,TKN (total Kjeldahl nitrogen),13.6,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
111,Agra Canal Quarter Stream,,Feb,,,fecal coliform,900000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
112,Agra Canal Quarter Stream,,Feb,,,total coliform,1700000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
113,Agra Canal Quarter Stream,,Jan,,,AMM (ammonia),11.5,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
114,Agra Canal Quarter Stream,,Jan,,,BOD (biochemical oxygen demand),18.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
115,Agra Canal Quarter Stream,,Jan,,,COD (chemical oxygen demand),69.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
116,Agra Canal Quarter Stream,,Jan,,,DO (dissolved oxygen),0.2,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
117,Agra Canal Quarter Stream,,Jan,,,TKN (total Kjeldahl nitrogen),20.2,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
118,Agra Canal Quarter Stream,,Jan,,,fecal coliform,1200000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
119,Agra Canal Quarter Stream,,Jan,,,total coliform,1400000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
120,Agra Canal Quarter Stream,,Jul,,,AMM (ammonia),5.3,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
121,Agra Canal Quarter Stream,,Jul,,,BOD (biochemical oxygen demand),7.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
122,Agra Canal Quarter Stream,,Jul,,,COD (chemical oxygen demand),31.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
123,Agra Canal Quarter Stream,,Jul,,,DO (dissolved oxygen),1.7,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
124,Agra Canal Quarter Stream,,Jul,,,TKN (total Kjeldahl nitrogen),9.8,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
125,Agra Canal Quarter Stream,,Jul,,,fecal coliform,300000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
126,Agra Canal Quarter Stream,,Jul,,,total coliform,200000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
127,Agra Canal Quarter Stream,,Jun,,,AMM (ammonia),8.5,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
128,Agra Canal Quarter Stream,,Jun,,,BOD (biochemical oxygen demand),14.1,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
129,Agra Canal Quarter Stream,,Jun,,,COD (chemical oxygen demand),46.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
130,Agra Canal Quarter Stream,,Jun,,,DO (dissolved oxygen),0.7,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
131,Agra Canal Quarter Stream,,Jun,,,TKN (total Kjeldahl nitrogen),14.1,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
132,Agra Canal Quarter Stream,,Jun,,,fecal coliform,1500000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
133,Agra Canal Quarter Stream,,Jun,,,total coliform,2000000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
134,Agra Canal Quarter Stream,,Mar,,,AMM (ammonia),13.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
135,Agra Canal Quarter Stream,,Mar,,,BOD (biochemical oxygen demand),17.6,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
136,Agra Canal Quarter Stream,,Mar,,,COD (chemical oxygen demand),59.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
137,Agra Canal Quarter Stream,,Mar,,,DO (dissolved oxygen),0.1,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
138,Agra Canal Quarter Stream,,Mar,,,TKN (total Kjeldahl nitrogen),15.8,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
139,Agra Canal Quarter Stream,,Mar,,,fecal coliform,4500000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
140,Agra Canal Quarter Stream,,Mar,,,total coliform,1800000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
141,Agra Canal Quarter Stream,,May,,,AMM (ammonia),14.5,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
142,Agra Canal Quarter Stream,,May,,,BOD (biochemical oxygen demand),16.6,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
143,Agra Canal Quarter Stream,,May,,,COD (chemical oxygen demand),65.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
144,Agra Canal Quarter Stream,,May,,,DO (dissolved oxygen),0.2,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
145,Agra Canal Quarter Stream,,May,,,TKN (total Kjeldahl nitrogen),21.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
146,Agra Canal Quarter Stream,,May,,,fecal coliform,2500000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
147,Agra Canal Quarter Stream,,May,,,total coliform,5500000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
148,Agra Canal Quarter Stream,,Nov,,,AMM (ammonia),9.8,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
149,Agra Canal Quarter Stream,,Nov,,,BOD (biochemical oxygen demand),14.6,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
150,Agra Canal Quarter Stream,,Nov,,,COD (chemical oxygen demand),49.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
151,Agra Canal Quarter Stream,,Nov,,,DO (dissolved oxygen),0.3,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
152,Agra Canal Quarter Stream,,Nov,,,TKN (total Kjeldahl nitrogen),16.8,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
153,Agra Canal Quarter Stream,,Nov,,,fecal coliform,1200000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
154,Agra Canal Quarter Stream,,Nov,,,total coliform,3500000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
155,Agra Canal Quarter Stream,,Oct,,,AMM (ammonia),9.8,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
156,Agra Canal Quarter Stream,,Oct,,,BOD (biochemical oxygen demand),13.6,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
157,Agra Canal Quarter Stream,,Oct,,,COD (chemical oxygen demand),43.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
158,Agra Canal Quarter Stream,,Oct,,,DO (dissolved oxygen),1.7,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
159,Agra Canal Quarter Stream,,Oct,,,TKN (total Kjeldahl nitrogen),17.3,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: TKN (total Kjeldahl nitrogen).
160,Agra Canal Quarter Stream,,Oct,,,fecal coliform,500000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: fecal coliform.
161,Agra Canal Quarter Stream,,Oct,,,total coliform,450000.0,,,No./100 mL,Ground truth workbook: Paper 8 monthly table,Original workbook column: total coliform.
162,Agra Canal Quarter Stream,,Sep,,,AMM (ammonia),5.9,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: AMM (ammonia).
163,Agra Canal Quarter Stream,,Sep,,,BOD (biochemical oxygen demand),8.3,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: BOD (biochemical oxygen demand).
164,Agra Canal Quarter Stream,,Sep,,,COD (chemical oxygen demand),35.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: COD (chemical oxygen demand).
165,Agra Canal Quarter Stream,,Sep,,,DO (dissolved oxygen),3.0,,,mg/L,Ground truth workbook: Paper 8 monthly table,Original workbook column: DO (dissolved oxygen).
