Sr No.,Location(actual name not some legend thing),Date,Month,Year,Season,Parameter,Actual Value,Mean,Std Dev,Unit,Source,Notes/Extraction Remark
55,Wazirabad (ST1),,August,2021,Monsoon,Chemical Oxygen Demand,8.15±3.5,8.15,3.5,mg/l,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
56,Wazirabad (ST1),,September,2021,Monsoon,Dissolved Oxygen,8.34±1.68,8.34,1.68,mg/L,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
57,Wazirabad (ST1),,September,2021,Monsoon,Electrical Conductivity,471.23±225.05,471.23,225.05,µS/cm,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
58,Wazirabad (ST1),,September,2021,Monsoon,Nitrate-nitrogen,3.55±1.21,3.55,1.21,mg/l,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
59,Wazirabad (ST1),,September,2021,Monsoon,Total Organic Carbon,2.69±1.4,2.69,1.4,mg/l,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
60,Wazirabad (ST1),,September,2021,Monsoon,Total Suspended Solids,44.62±23.6,44.62,23.6,mg/l,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
61,Wazirabad (ST1),,September,2021,Monsoon,pH,7.36±0.56,7.36,0.56,s.u.,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
62,Wazirabad (ST1),,September,2021,Monsoon,Water Temperature,28.94±1.72,28.94,1.72,°C,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
63,Wazirabad (ST1),,September,2021,Monsoon,Ammonium-nitrogen,0.09±0.14,0.09,0.14,mg/l,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
64,Wazirabad (ST1),,September,2021,Monsoon,Turbidity,733.88±489.4,733.88,489.4,NTU,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
65,Wazirabad (ST1),,September,2021,Monsoon,Biochemical Oxygen Demand,3.19±0.56,3.19,0.56,mg/l,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
66,Wazirabad (ST1),,September,2021,Monsoon,Chemical Oxygen Demand,10.23±5.45,10.23,5.45,mg/l,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
67,Wazirabad (ST1),,October,2021,Post-monsoon,Dissolved Oxygen,7.91±1.54,7.91,1.54,mg/L,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
68,Wazirabad (ST1),,October,2021,Post-monsoon,Electrical Conductivity,380.33±69.45,380.33,69.45,µS/cm,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
69,Wazirabad (ST1),,October,2021,Post-monsoon,Nitrate-nitrogen,2.98±1.16,2.98,1.16,mg/l,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
70,Wazirabad (ST1),,October,2021,Post-monsoon,Total Organic Carbon,2.56±1.3,2.56,1.3,mg/l,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
71,Wazirabad (ST1),,October,2021,Post-monsoon,Total Suspended Solids,29.99±15.73,29.99,15.73,mg/l,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
72,Wazirabad (ST1),,October,2021,Post-monsoon,pH,7.42±0.21,7.42,0.21,s.u.,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
73,Wazirabad (ST1),,October,2021,Post-monsoon,Water Temperature,26.82±2.53,26.82,2.53,°C,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
74,Wazirabad (ST1),,October,2021,Post-monsoon,Ammonium-nitrogen,0.02±0.004,0.02,0.004,mg/l,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
75,Wazirabad (ST1),,October,2021,Post-monsoon,Turbidity,312.01±115.87,312.01,115.87,NTU,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
76,Wazirabad (ST1),,October,2021,Post-monsoon,Biochemical Oxygen Demand,3.53±0.48,3.53,0.48,mg/l,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
77,Wazirabad (ST1),,October,2021,Post-monsoon,Chemical Oxygen Demand,23.9±14.74,23.9,14.74,mg/l,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
78,Wazirabad (ST1),,November,2021,Post-monsoon,Dissolved Oxygen,11.70±2.02,11.7,2.02,mg/L,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
79,Wazirabad (ST1),,November,2021,Post-monsoon,Electrical Conductivity,485.21±97.42,485.21,97.42,µS/cm,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
80,Wazirabad (ST1),,November,2021,Post-monsoon,Nitrate-nitrogen,2.30±1.21,2.3,1.21,mg/l,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
81,Wazirabad (ST1),,November,2021,Post-monsoon,Total Organic Carbon,6.37±4.7,6.37,4.7,mg/l,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
82,Wazirabad (ST1),,November,2021,Post-monsoon,Total Suspended Solids,31.21±12.13,31.21,12.13,mg/l,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
83,Wazirabad (ST1),,November,2021,Post-monsoon,pH,7.52±0.17,7.52,0.17,s.u.,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
84,Wazirabad (ST1),,November,2021,Post-monsoon,Water Temperature,20.12±1.57,20.12,1.57,°C,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
85,Wazirabad (ST1),,November,2021,Post-monsoon,Ammonium-nitrogen,0.19±0.29,0.19,0.29,mg/l,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
86,Wazirabad (ST1),,November,2021,Post-monsoon,Turbidity,219.49±73.2,219.49,73.2,NTU,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
87,Wazirabad (ST1),,November,2021,Post-monsoon,Biochemical Oxygen Demand,3.58±1.88,3.58,1.88,mg/l,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
88,Wazirabad (ST1),,November,2021,Post-monsoon,Chemical Oxygen Demand,31.22±13.16,31.22,13.16,mg/l,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
89,Wazirabad (ST1),,December,2021,Winter,Dissolved Oxygen,12.84±2.96,12.84,2.96,mg/L,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
90,Wazirabad (ST1),,December,2021,Winter,Electrical Conductivity,817.54±133.17,817.54,133.17,µS/cm,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
91,Wazirabad (ST1),,December,2021,Winter,Nitrate-nitrogen,2.13±0.47,2.13,0.47,mg/l,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
92,Wazirabad (ST1),,December,2021,Winter,Total Organic Carbon,10.22±5.14,10.22,5.14,mg/l,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
93,Wazirabad (ST1),,December,2021,Winter,Total Suspended Solids,32.73±12.14,32.73,12.14,mg/l,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
94,Wazirabad (ST1),,December,2021,Winter,pH,7.26±0.27,7.26,0.27,s.u.,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
95,Wazirabad (ST1),,December,2021,Winter,Water Temperature,16.25±1.99,16.25,1.99,°C,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
96,Wazirabad (ST1),,December,2021,Winter,Ammonium-nitrogen,0.55±0.21,0.55,0.21,mg/l,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
97,Wazirabad (ST1),,December,2021,Winter,Turbidity,197.95±114.6,197.95,114.6,NTU,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
98,Wazirabad (ST1),,December,2021,Winter,Biochemical Oxygen Demand,3.02±2.11,3.02,2.11,mg/l,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
99,Wazirabad (ST1),,December,2021,Winter,Chemical Oxygen Demand,41.08±27.15,41.08,27.15,mg/l,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
100,Wazirabad (ST1),,January,2022,Winter,Dissolved Oxygen,10.70±2.13,10.7,2.13,mg/L,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
101,Wazirabad (ST1),,January,2022,Winter,Electrical Conductivity,694.05±212.37,694.05,212.37,µS/cm,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
102,Wazirabad (ST1),,January,2022,Winter,Nitrate-nitrogen,2.13±0.4,2.13,0.4,mg/l,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
103,Wazirabad (ST1),,January,2022,Winter,Total Organic Carbon,7.89±1.9,7.89,1.9,mg/l,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
104,Wazirabad (ST1),,January,2022,Winter,Total Suspended Solids,23.73±5.84,23.73,5.84,mg/l,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
105,Wazirabad (ST1),,January,2022,Winter,pH,7.22±0.44,7.22,0.44,s.u.,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
106,Wazirabad (ST1),,January,2022,Winter,Water Temperature,13.99±1.1,13.99,1.1,°C,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
107,Wazirabad (ST1),,January,2022,Winter,Ammonium-nitrogen,0.65±0.07,0.65,0.07,mg/l,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
108,Wazirabad (ST1),,January,2022,Winter,Turbidity,142.4±43.3,142.4,43.3,NTU,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
109,Wazirabad (ST1),,January,2022,Winter,Biochemical Oxygen Demand,2.48±1.1,2.48,1.1,mg/l,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
110,Wazirabad (ST1),,January,2022,Winter,Chemical Oxygen Demand,32.77±9.68,32.77,9.68,mg/l,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
111,Wazirabad (ST1),,February,2022,Winter,Dissolved Oxygen,11.87±5.58,11.87,5.58,mg/L,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
112,Wazirabad (ST1),,February,2022,Winter,Electrical Conductivity,558.2±92.73,558.2,92.73,µS/cm,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
113,Wazirabad (ST1),,February,2022,Winter,Nitrate-nitrogen,1.84±0.39,1.84,0.39,mg/l,Table 1,"Mean and standard deviation reported in Table 1 | issues: Wazirabad (ST1): Data for May 2021 was not available for ST1, as stated in the text and Table 1."
